9.958453112970608316e-09 1.372996840158002023e-08 1.498905664487175659e-08 1.574457852900885947e-08 1.628712680632930439e-08 1.671833549312520660e-08 1.708765761700621525e-08 1.742728851262411167e-08 1.777110470528263619e-08 1.822282752863904097e-08 2.069947797903300544e-08 2.345483520524554699e-08 2.514604770027640336e-08 2.636057236710810224e-08 2.732532082455818955e-08 2.815196470486775927e-08 2.891199973571997097e-08 2.968139798610100067e-08 3.069227843911964480e-08 2.719879706624659143e-08 2.959677506991384272e-08 3.133330608460080208e-08 3.271090553768712514e-08 3.389020022101565043e-08 3.497474973959077834e-08 3.607268933006292980e-08 3.751523036414840680e-08 3.259310883681685718e-08 3.481774283606044107e-08 3.658819391273349632e-08 3.810075135461234999e-08 3.949097521186905389e-08 4.089838466516020665e-08 4.274757890772863281e-08 3.750095601385679592e-08 3.967156645542850620e-08 4.152649383928685649e-08 4.322751459106629303e-08 4.494869521703928846e-08 4.721031449508050532e-08 4.223357131559282788e-08 4.444694810678196043e-08 4.647386627635013057e-08 4.851955691730005212e-08 5.120731186023199673e-08 4.702764554046463047e-08 4.941230746991353176e-08 5.180813334773310004e-08 5.494732942468794462e-08 5.219685252029361416e-08 5.501068701945041579e-08 5.865364899250268732e-08 5.837237472056893137e-08 6.268830318823315324e-08 6.832836289036515871e-08
9.053996867685676732e-09 1.261135758904418576e-08 1.381277267361696651e-08 1.453410210236824863e-08 1.505210253639938402e-08 1.546374705228197125e-08 1.581631335904880395e-08 1.614053565826594021e-08 1.646875278455041092e-08 1.689998203246858606e-08 1.931253626716933553e-08 2.201210194087060023e-08 2.367218857260911083e-08 2.486445680784542119e-08 2.581152395840728448e-08 2.662290907938991364e-08 2.736897434688013218e-08 2.812423317561093612e-08 2.911654215703278956e-08 2.572463895310349261e-08 2.811368578507867612e-08 2.984470109125770934e-08 3.121774978960479974e-08 3.239309865435715416e-08 3.347402108348092948e-08 3.456829236394233300e-08 3.600600676166421571e-08 3.112626977986611972e-08 3.336815518137777676e-08 3.515250268348174164e-08 3.667662783451218730e-08 3.807741749779918656e-08 3.949552376058192767e-08 4.135878076373205055e-08 3.609368910963088766e-08 3.830123004698561292e-08 4.018742998547748700e-08 4.191675239150714265e-08 4.366651918192768067e-08 4.596571732534768628e-08 4.092502373944274445e-08 4.319318150984918496e-08 4.526965510749495974e-08 4.736491504608413476e-08 5.011777267035909235e-08 4.585459759519063967e-08 4.831467675903967942e-08 5.078496526435047932e-08 5.402107510595749398e-08 5.120561997838829849e-08 5.412665262080145231e-08 5.790455101321804229e-08 5.764209621401809268e-08 6.214872013742914976e-08 6.810258695522867908e-08
7.993298449955376104e-09 1.129951002859201527e-08 1.243328908486866537e-08 1.311451941151841158e-08 1.360373143409083546e-08 1.399243212572527661e-08 1.432534809695245422e-08 1.463150000978336722e-08 1.494142337657722015e-08 1.534861884380750997e-08 1.768600442892159762e-08 2.032014072250643253e-08 2.194372458905669105e-08 2.310989165920002769e-08 2.403622310879513446e-08 2.482971356438185695e-08 2.555939583272603894e-08 2.629807269604922987e-08 2.726860203844449916e-08 2.399582433520832124e-08 2.637439716168944030e-08 2.809894393683945076e-08 2.946665575086898007e-08 3.063737716842063918e-08 3.171404593899313695e-08 3.280401521961272894e-08 3.423606919364852861e-08 2.940603856372529900e-08 3.166815549681714567e-08 3.346879999122285524e-08 3.500649113934583048e-08 3.641967182076864153e-08 3.785032273561348049e-08 3.973007180012721257e-08 3.444332096145540760e-08 3.669417202978357709e-08 3.861704676530526181e-08 4.037955985362479255e-08 4.216285098483745569e-08 4.450611963277901704e-08 3.939042839468955498e-08 4.172283039833605141e-08 4.385741997939824143e-08 4.601081216689172927e-08 4.884001877040203372e-08 4.447890904645169535e-08 4.702743355148207926e-08 4.958504788551233261e-08 5.293481306131459794e-08 5.004315491246294327e-08 5.308990386401586498e-08 5.702604854779267713e-08 5.678566423022776558e-08 6.151592569192052748e-08 6.783780888729084171e-08
6.953835638392133422e-09 9.976632296509823094e-09 1.102913264674113086e-08 1.166198222076100394e-08 1.211641843519401560e-08 1.247748038174186148e-08 1.278672296901562743e-08 1.307110425614529453e-08 1.335898893904946839e-08 1.373722977423608636e-08 1.596180542137287971e-08 1.849011734969118931e-08 2.005247247783838538e-08 2.117477215633647350e-08 2.206622425261868842e-08 2.282975141779654615e-08 2.353192554836080312e-08 2.424276037358732612e-08 2.517670285375752398e-08 2.207179211254546349e-08 2.440368060386646265e-08 2.609564730239093176e-08 2.743725725300505739e-08 2.858538720348155543e-08 2.964162606774676539e-08 3.071073854273506265e-08 3.211538537658329819e-08 2.740958502712782692e-08 2.965915968834309358e-08 3.145002471736655106e-08 3.297897451068973498e-08 3.438402485985629791e-08 3.580645277626073886e-08 3.767540125041739325e-08 3.244572754653786516e-08 3.470935581811765183e-08 3.664277441893646727e-08 3.841444987699223452e-08 4.020693688410333435e-08 4.256230852569867683e-08 3.744375008431364041e-08 3.981099607390012765e-08 4.197667994065901231e-08 4.416082477501152675e-08 4.703041363064414102e-08 4.262952415043191889e-08 4.523688662310243017e-08 4.785181845305582006e-08 5.127578976546926380e-08 4.834555892726384150e-08 5.148579528545085043e-08 5.553760396704772860e-08 5.532791710105727833e-08 6.023664047740614214e-08 6.688066280346392157e-08
5.999535325396625146e-09 8.704354478268670173e-09 9.658999451269625948e-09 1.023335676497565843e-08 1.064569655156673622e-08 1.097339823608629977e-08 1.125406419378613322e-08 1.151216488234434474e-08 1.177344670704473735e-08 1.211673533996553097e-08 1.417709096895223832e-08 1.654363169765400908e-08 1.801033217708691884e-08 1.906402212687927365e-08 1.990089534355439978e-08 2.061766006524677310e-08 2.127683447032481717e-08 2.194414778939553325e-08 2.282088326721940526e-08 1.994930073419115367e-08 2.218190107216518340e-08 2.380329947402830817e-08 2.508860757783645105e-08 2.618802024360857060e-08 2.720030783050721927e-08 2.822448907276492667e-08 2.957010459840840823e-08 2.509536453195474420e-08 2.728327283278945384e-08 2.902526267283667862e-08 3.051204541812469199e-08 3.187822043787369528e-08 3.326131110269825729e-08 3.507856862121249502e-08 3.002261677269036127e-08 3.225201161238442267e-08 3.415576098197835315e-08 3.589964858987580661e-08 3.766392380620121870e-08 3.998224390863648386e-08 3.497048462613607551e-08 3.732616036891779946e-08 3.948032669386230338e-08 4.165208631078849393e-08 4.450539091538920662e-08 4.015504725620993991e-08 4.277329743604970976e-08 4.539706510597595512e-08 4.883156641343122695e-08 4.592186322446338546e-08 4.910189228536533098e-08 5.319882101704942786e-08 5.303136768884906266e-08 5.804087436498583813e-08 6.492097727463857343e-08
5.132167501286378039e-09 7.519615915920801982e-09 8.372109673608078628e-09 8.885324366991068802e-09 9.253801104320520649e-09 9.546612913345315180e-09 9.797397789468150554e-09 1.002802076682184573e-08 1.026148656971585531e-08 1.056822758597383799e-08 1.244003714633882117e-08 1.461329773000907418e-08 1.596444455623017397e-08 1.693509760249484004e-08 1.770595501318513198e-08 1.836618698129892257e-08 1.897338090170033382e-08 1.958806186293263516e-08 2.039564479864427287e-08 1.778864899024967334e-08 1.988550850728673396e-08 2.140974686459852087e-08 2.261769376756010664e-08 2.365097559993213809e-08 2.460212020900421117e-08 2.556458394006440925e-08 2.682911047095011044e-08 2.265606102160961120e-08 2.474447337339668874e-08 2.640751287521884927e-08 2.782639990203270759e-08 2.913006877032649583e-08 3.044988129032092299e-08 3.218399710089153156e-08 2.738861414826354593e-08 2.954495035049976673e-08 3.138586828850124647e-08 3.307152363221841383e-08 3.477678349112469924e-08 3.701759499746383209e-08 3.220061318755549855e-08 3.450431475733400107e-08 3.660992888888099231e-08 3.873186739076940527e-08 4.151970578380913006e-08 3.729621895700422271e-08 3.988177306607491252e-08 4.247037693085585368e-08 4.585758604037491050e-08 4.301992700771529619e-08 4.618886769609084705e-08 5.026422220689275773e-08 5.014711857752184371e-08 5.518068995154925554e-08 6.220601522253484786e-08
4.331187753668568680e-09 6.401355669772676968e-09 7.147894656781884320e-09 7.597601534315342833e-09 7.920580992552035024e-09 8.177147906881750807e-09 8.396893276720401002e-09 8.598974259325441330e-09 8.803546188405491960e-09 9.072322772751319443e-09 1.073485346288715327e-08 1.268651018941683031e-08 1.390401890677596847e-08 1.477856329935070055e-08 1.547303809373779233e-08 1.606786888055872269e-08 1.661492423786475755e-08 1.716871048388103426e-08 1.789629839739449959e-08 1.558135217538267364e-08 1.750828216094998215e-08 1.891046659061130659e-08 2.002131127694756098e-08 2.097182633257144762e-08 2.184601326091977766e-08 2.273102103438328444e-08 2.389377976020348513e-08 2.008795299938228057e-08 2.204080057959844510e-08 2.359618970215484611e-08 2.492264730299001899e-08 2.614126464236788716e-08 2.737497063151911424e-08 2.899595364425461819e-08 2.454350211831344099e-08 2.658932560143940209e-08 2.833541952092895824e-08 2.993348963314424503e-08 3.155001491305952857e-08 3.367428619964706806e-08 2.913657194555599845e-08 3.134895119526608770e-08 3.337001077235751371e-08 3.540570809529032555e-08 3.808023269440156940e-08 3.405754070722280592e-08 3.656768563624958163e-08 3.907803332018924863e-08 4.236134723002801557e-08 3.964588330704359575e-08 4.275362065591473104e-08 4.674176151138956004e-08 4.668270164397339719e-08 5.166445418663999529e-08 5.874481721178625392e-08
3.638275980139615942e-09 5.417806472158647047e-09 6.063832663471130262e-09 6.453169966886148925e-09 6.732797200256420707e-09 6.954931598476928659e-09 7.145181897681802052e-09 7.320136783443293612e-09 7.497249235870555834e-09 7.729947296619182283e-09 9.182820732902155406e-09 1.090237873266229742e-08 1.197828376664817954e-08 1.275104851683162999e-08 1.336463704244702227e-08 1.389018919949396703e-08 1.437352103665452001e-08 1.486281295349962539e-08 1.550566576200518838e-08 1.348429011747803518e-08 1.521588097204084913e-08 1.647741543168155941e-08 1.747638106159748279e-08 1.833104436258841233e-08 1.911708755236011074e-08 1.991286207317586127e-08 2.095838392507861376e-08 1.756278397740922148e-08 1.934749222365888343e-08 2.076921224677174358e-08 2.198108657243070007e-08 2.309427992909753695e-08 2.422126457989475377e-08 2.570204354213107776e-08 2.166259345273989724e-08 2.356002499757597226e-08 2.517896522544531195e-08 2.665989563984968572e-08 2.815773704059085971e-08 3.012613023792803075e-08 2.594926958136475523e-08 2.802727752983874815e-08 2.992456587555196616e-08 3.183439405064768549e-08 3.434353929589877242e-08 3.059888158643784798e-08 3.298390227222810548e-08 3.536611248942371994e-08 3.848016753313812912e-08 3.594123714811267429e-08 3.892619886914411786e-08 4.274725132228379697e-08 4.275034210635525563e-08 4.758234377275864874e-08 5.458960903570985578e-08
3.034072428577288552e-09 4.555223577740692369e-09 5.110294514053639300e-09 5.444998186693558621e-09 5.685223755662965632e-09 5.876204216175215505e-09 6.039752850844040655e-09 6.190135979514971242e-09 6.342372686125205264e-09 6.542388625655862577e-09 7.800767874944352131e-09 9.296376053089414627e-09 1.023408412127867651e-08 1.090773985569539636e-08 1.144249677988817083e-08 1.190053147177324382e-08 1.232175646135674351e-08 1.274817816260662870e-08 1.330842782923363968e-08 1.156107729631548104e-08 1.308914677986431731e-08 1.420337531380527919e-08 1.508525571230666034e-08 1.583982390988117535e-08 1.653367846455733513e-08 1.723613326373531744e-08 1.815904992555870802e-08 1.518071032209524226e-08 1.677801284827249753e-08 1.805055275496030717e-08 1.913471898686390406e-08 2.013045893760702999e-08 2.113845474707427438e-08 2.246300897139808984e-08 1.887263583363449980e-08 2.059412342216316493e-08 2.206238110493087989e-08 2.340478054053425676e-08 2.476241028054942402e-08 2.654660017273338840e-08 2.278544978466894155e-08 2.469465270165375299e-08 2.643628700813374450e-08 2.818846343319671294e-08 3.049042832607826469e-08 2.708246596596715608e-08 2.929919803355479671e-08 3.151015701883923963e-08 3.439848158703515757e-08 3.207946733387953514e-08 3.488483892595991305e-08 3.846564973778337134e-08 3.852970389653226514e-08 4.311699602060194590e-08 4.991630683848844949e-08
2.518163891365564843e-09 3.809399250817299388e-09 4.283527352250455260e-09 4.569411372989596526e-09 4.774607249332471314e-09 4.937689003264514845e-09 5.077368777878174358e-09 5.205826068678062057e-09 5.335860876554010659e-09 5.506706908757688860e-09 6.590963929081612475e-09 7.880974094174816690e-09 8.690833377405683693e-09 9.272504305979153160e-09 9.734181996821743579e-09 1.012961430768373185e-08 1.049328480397380199e-08 1.086143925159521848e-08 1.134514059988201774e-08 9.844307752816889132e-09 1.117425171062657972e-08 1.214473411804191610e-08 1.291245750793892582e-08 1.356905505658447261e-08 1.417300998741060933e-08 1.478446046607909469e-08 1.558774060738339798e-08 1.300763506195816139e-08 1.441231945655840608e-08 1.553169831913046857e-08 1.648487658366572938e-08 1.736011761818321893e-08 1.824629783381298520e-08 1.941067584632986015e-08 1.627073410761778107e-08 1.780203198777237114e-08 1.910773155380273562e-08 2.030070882712210491e-08 2.150706050305364282e-08 2.309251529546913447e-08 1.976990550113026521e-08 2.148722818335647663e-08 2.305266832951132917e-08 2.462648001083088036e-08 2.669401841444601118e-08 2.365680309987385143e-08 2.567304064942241441e-08 2.768075574055280223e-08 3.030177109486983290e-08 2.823064982123869670e-08 3.081069514428521596e-08 3.409311571666455113e-08 3.421188863401530439e-08 3.847320595565408896e-08 4.493782651771134749e-08
