1.	-1.0673995580988412e-20	-2.8493968202986444e-18	-6.923398569887834e-17	-4.511029213923991e-16	-3.445240763468266e-16	5.30109792240196e-15	1.847509176652635e-14	3.255737964057245e-14	4.619553106402494e-14	6.428090266820171e-14	-3.050887693943122e-18	-8.290972220330513e-16	-2.0543158391231993e-14	-1.3790118948838836e-13	-1.3015387058298629e-13	1.551511387357356e-12	5.667199634614459e-12	1.0171207827203081e-11	1.4530757229507104e-11	2.030593208506734e-11	-8.33236574000135e-17	-2.3051912201890066e-14	-5.826336192939259e-13	-4.030844877691926e-12	-4.54813196284536e-12	4.322147711875643e-11	1.6629711893289263e-10	3.0448251511652044e-10	4.3820804894228056e-10	6.151489310781264e-10	-7.056142637814001e-16	-1.9931547605005337e-13	-5.156236314616547e-12	-3.6937886493945596e-11	-4.959046284969154e-11	3.72827598154605e-10	1.5313325431191255e-9	2.872696268615896e-9	4.170949917660556e-9	5.886276252438813e-9	-2.3583868045883982e-15	-6.861970440948545e-13	-1.8348928621934476e-11	-1.3796050528781045e-10	-2.2617805387106019e-10	1.2687040879155206e-9	5.760691059119362e-9	1.1191447363482086e-8	1.6451542560623378e-8	2.3387187518379978e-8	-2.918746575615589e-15	-8.892682885852345e-13	-2.50227988435907e-11	-2.0206357143758578e-10	-4.1925980575947197e-10	1.582299971485118e-9	8.532963733950415e-9	1.7485232618250376e-8	2.6173666325986347e-8	3.759492581424205e-8	-1.072381778120875e-15	-3.516245638721015e-13	-1.0701414194148938e-11	-9.56579302034947e-11	-2.5661220562673764e-10	5.581432284585476e-10	4.106949677133178e-9	9.085358746565519e-9	1.393694527050082e-8	2.0288478736591428e-8	-7.484293101909073e-17	-2.7623074829341554e-14	-9.440345853042008e-13	-9.633828563497599e-12	-3.321854868863651e-11	3.05758769934885e-11	4.2250909729781347e-10	1.0309256192147603e-9	1.6277789125111918e-9	2.40542640973724e-9	-3.3532928650771553e-19	-1.4818001047609156e-16	-5.900676105042112e-15	-6.990618641150001e-14	-2.996652202666751e-13	1.8906857997310757e-15	3.135321144099107e-12	8.54882349053283e-12	1.39087466902366e-11	2.0857183175429303e-11	-1.754125347252032e-24	-9.401578375287179e-22	-4.328921818664897e-20	-5.826013598237261e-19	-2.930253938919262e-18	-1.807431117224143e-18	2.6537355793208577e-17	8.080151954328617e-17	1.3517958459462298e-16	2.0532312002031872e-16
1.027	-1.1099374270659842e-20	-2.9630821350798895e-18	-7.199997803854537e-17	-4.691638172661315e-16	-3.585613815110609e-16	5.5126523627310165e-15	1.92149922739804e-14	3.3863146180755746e-14	4.8049295174262506e-14	6.686129593463992e-14	-3.1726032989134548e-18	-8.622225309257402e-16	-2.1365339432310557e-14	-1.4343549307684918e-13	-1.3547401052895956e-13	1.6134967950938033e-12	5.8947293783979205e-12	1.0580379534548143e-11	1.5115741658211895e-11	2.112379033355362e-11	-8.665166196825595e-17	-2.3974290006489727e-14	-6.059967895350179e-13	-4.193031159974489e-12	-4.734666500400847e-12	4.495005751641519e-11	1.729918816991133e-10	3.167720028296394e-10	4.5591176421763953e-10	6.400154151692307e-10	-7.33836250884368e-16	-2.0730535562147258e-13	-5.363488500557664e-12	-3.8428802458795833e-11	-5.1631831576614e-11	3.877551727831867e-10	1.5931840684241879e-9	2.989104806286603e-9	4.340165129687421e-9	6.1252487372249045e-9	-2.452911168228078e-15	-7.137804083204384e-13	-1.9089062065717917e-11	-1.4355423704666593e-10	-2.3553168493236007e-10	1.319573718890831e-9	5.994471171310962e-9	1.1647478578933775e-8	1.7122867493651455e-8	2.434231731748759e-8	-3.0361394923553598e-15	-9.251780345527149e-13	-2.6037881764824506e-11	-2.1031308128223341e-10	-4.367022097011848e-10	1.6458494294581975e-9	8.881722945401547e-9	1.8203458939538568e-8	2.7250547091955606e-8	3.914314172438372e-8	-1.1157760931998199e-15	-3.6593204931097093e-13	-1.1139418712741751e-11	-9.960190304872245e-11	-2.673630991165958e-10	5.805817251062577e-10	4.276492619333343e-9	9.462462883451356e-9	1.4516380835688644e-8	2.1132728888457283e-8	-7.790443725627579e-17	-2.8760912753951546e-14	-9.831724198876958e-13	-1.0035945544205064e-11	-3.4620358532679026e-11	3.179812056119702e-11	4.4016419860035457e-10	1.0742069125900827e-9	1.6962066061923514e-9	2.5066109493557365e-9	-3.492986005788288e-19	-1.5439005257689796e-16	-6.149096650005594e-15	-7.286101157534763e-14	-3.1239508941123827e-13	1.7286385164886236e-15	3.267924640608466e-12	8.911365037393276e-12	1.4498996795054377e-11	2.1742595280331903e-11	-1.8286291083315437e-24	-9.801604503672276e-22	-4.513338209408234e-20	-6.074456161019151e-19	-3.0553545741780752e-18	-1.8851334080155042e-18	2.766912646421439e-17	8.425053941706305e-17	1.4095093859640785e-16	2.1408999645550235e-16
1.054	-1.1545870921559438e-20	-3.0823442427026573e-18	-7.489942755689075e-17	-4.880698157879723e-16	-3.730745404763058e-16	5.734642950528398e-15	1.9989317553555898e-14	3.5228035364663574e-14	4.998610572759505e-14	6.955651875899323e-14	-3.3002942459849848e-18	-8.969448752423279e-16	-2.2226177228378896e-14	-1.4921831764252258e-13	-1.4095315220637296e-13	1.6785068719422924e-12	6.132386227367658e-12	1.1007011065211917e-11	1.5725282059570582e-11	2.1975632273840798e-11	-9.014077447155663e-17	-2.494017974965886e-14	-6.304233310194574e-13	-4.362136718908599e-12	-4.92602415155513e-12	4.676199165911845e-11	1.7996861024098138e-10	3.2954843783403826e-10	4.743006051137398e-10	6.658303708992709e-10	-7.633979964404139e-16	-2.1566089225161185e-13	-5.57975907164811e-12	-3.997902734550418e-11	-5.371718066625077e-11	4.0339244546260823e-10	1.6574515217070545e-9	3.109682520871693e-9	4.51524256844962e-9	6.3723342397846244e-9	-2.551774266665206e-15	-7.42562425191924e-13	-1.9859045936949743e-11	-1.493461285619837e-10	-2.450372055629245e-10	1.3728146439206863e-9	6.236311925451773e-9	1.2117333526529212e-8	1.7813570409304434e-8	2.532421729583217e-8	-3.1585756830358532e-15	-9.624989440414113e-13	-2.7088365656768146e-11	-2.1879783255323943e-10	-4.543114802923276e-10	1.7122852072895976e-9	9.240007079564922e-9	1.893761672403102e-8	2.8349505807619962e-8	4.072164422135361e-8	-1.16078933763567e-15	-3.806952784386337e-13	-1.1588764859613983e-11	-1.036184693403295e-10	-2.781361885157511e-10	6.040220675479368e-10	4.448925884000086e-9	9.843915766969285e-9	1.510153690397167e-8	2.1984564027455787e-8	-8.10470484695848e-17	-2.992075999863565e-14	-1.0228078229630269e-12	-1.04403982261732e-11	-3.601498742674261e-11	3.30807957309727e-11	4.579012221625693e-10	1.1174946033880847e-9	1.764561281827096e-9	2.6076249280996915e-9	-3.633766942817238e-19	-1.6061116030566085e-16	-6.39686112481876e-15	-7.579708720990746e-14	-3.24988189796207e-13	1.7712454724059056e-15	3.3996095487073987e-12	9.270628022128671e-12	1.508360954888675e-11	2.2619333408256892e-11	-1.9023617022274115e-24	-1.0196992061919853e-21	-4.6954816523684025e-20	-6.319713806120343e-19	-3.178795277790976e-18	-1.9616402476708816e-18	2.8786292715799536e-17	8.765438295579616e-17	1.466464899610044e-16	2.22741573998657e-16
1.081	-1.1997575265156806e-20	-3.2030404532720185e-18	-7.78351072171477e-17	-5.072276965045941e-16	-3.8788638065953075e-16	5.959282265712304e-15	2.077406758156368e-14	3.661221640422029e-14	5.1950790319388713e-14	7.229096281779865e-14	-3.4295177024282534e-18	-9.321018196215718e-16	-2.3098369795730944e-14	-1.5508416517305847e-13	-1.4655638312243132e-13	1.7443144230483711e-12	6.373504457330376e-12	1.1440273156626906e-11	1.634452059121516e-11	2.2841220425089773e-11	-9.36731572567984e-17	-2.5918724474064378e-14	-6.55192248796527e-13	-4.533874595683781e-12	-5.122117251066272e-12	4.8596784489854204e-11	1.8705592672233812e-10	3.4254424768626204e-10	4.930141823747229e-10	6.92108837242006e-10	-7.933421066239905e-16	-2.2413239796462118e-13	-5.799295433230854e-12	-4.155577238469639e-11	-5.585886242641108e-11	4.1923327396302696e-10	1.7228426012521383e-9	3.232575120027753e-9	4.693789876242454e-9	6.6244078421552495e-9	-2.652002246147271e-15	-7.717799898138761e-13	-2.0641970890834137e-11	-1.5525053685743808e-10	-2.5482630077283417e-10	1.4267773351168173e-9	6.482970770794654e-9	1.2597586966522062e-8	1.8520092057919517e-8	2.6329044224380594e-8	-3.28289733352472e-15	-1.0004676980849215e-12	-2.8159558116131644e-11	-2.2747865495787382e-10	-4.725093390479117e-10	1.7796672021999769e-9	9.606799137853588e-9	1.9691223737650744e-8	2.9478572613729608e-8	4.234419399224625e-8	-1.2066316664986489e-15	-3.9577329019569157e-13	-1.2049122751204576e-11	-1.077496758627934e-10	-2.893136282668956e-10	6.278070389961754e-10	4.6264067457391465e-9	1.023768131036092e-8	1.570611394789602e-8	2.2865087500421048e-8	-8.426566716679568e-17	-3.111311975351996e-14	-1.0636970892834732e-12	-1.0859181826732729e-11	-3.746756556663535e-11	3.437919174830366e-11	4.762781364252328e-10	1.162452672042425e-9	1.8356003750628532e-9	2.7126411482618055e-9	-3.779382138507149e-19	-1.670666186127405e-16	-6.6545740989486784e-15	-7.885722801743781e-14	-3.381452456137772e-13	1.6994108428916426e-15	3.536902314787001e-12	9.645631632029339e-12	1.569400977338517e-11	2.3534870640814906e-11	-1.979380465537017e-24	-1.0610291992735587e-21	-4.88595678989396e-20	-6.576264956879543e-19	-3.307955543698847e-18	-2.0418001089372076e-18	2.995495760406333e-17	9.121560503458371e-17	1.5260553387106044e-16	2.317935100589983e-16
1.108	-1.2452689112235371e-20	-3.3246596242739537e-18	-8.079354931562624e-17	-5.265372375124764e-16	-4.0283423058623183e-16	6.1856482836977975e-15	2.1565044455546665e-14	3.800751683264202e-14	5.3931330418216096e-14	7.504753826295142e-14	-3.559728543834655e-18	-9.675315002494718e-16	-2.3977440913844805e-14	-1.6099742812135582e-13	-1.5221197940480196e-13	1.810633803665148e-12	6.616577846568912e-12	1.1877104884847351e-11	1.6968891097669503e-11	2.371400815281026e-11	-9.723285402575134e-17	-2.690496988904027e-14	-6.801598946984334e-13	-4.707030568905919e-12	-5.320078684478024e-12	5.0445998705865264e-11	1.9420200064313632e-10	3.55649952317577e-10	5.118871451352896e-10	7.186120912561433e-10	-8.235209360756932e-16	-2.326716852795536e-13	-6.020628796849776e-12	-4.314586081352728e-11	-5.802139380744355e-11	4.35199953121674e-10	1.7887898227745985e-9	3.3565382802238693e-9	4.873905871770745e-9	6.878707285715083e-9	-2.753031051170978e-15	-8.012368662919381e-13	-2.1431487051051742e-11	-1.6120662074557606e-10	-2.6471333298750853e-10	1.4811741728698923e-9	6.731801685610656e-9	1.3082193397928076e-8	1.923308130085034e-8	2.7343121960472583e-8	-3.4082420257509072e-15	-1.0387588240838327e-12	-2.9240158275932073e-11	-2.3623921440063534e-10	-4.908958666984186e-10	1.8475984662013194e-9	9.976985165554317e-9	2.045204292733516e-8	3.061856381843805e-8	4.3982538390870046e-8	-1.2528693435486305e-15	-4.1098661268769226e-13	-1.2513781875560939e-11	-1.1192138142659112e-10	-3.006119902054044e-10	6.517865528451342e-10	4.8056411646221436e-9	1.0635478001073329e-8	1.6316947021181885e-8	2.375477415818205e-8	-8.751424076215623e-17	-3.231709870974082e-14	-1.10500160181368e-12	-1.1282402729416276e-11	-3.893659483314012e-11	3.568749516915063e-11	4.948510488125492e-10	1.207905293086715e-9	1.9074276553966036e-9	2.8188275442091347e-9	-3.9265215873484184e-19	-1.7359223302109538e-16	-6.9151699729017995e-15	-8.19524970120866e-14	-3.5145845952710093e-13	1.6062479810437346e-15	3.675776608897922e-12	1.0025044255025896e-11	1.6311624665175984e-11	2.4461256067922682e-11	-2.0573142476109104e-24	-1.1028571601788925e-21	-5.0787515095673555e-20	-6.83597017519875e-19	-3.4387226557432403e-18	-2.1230334465499956e-18	3.1137999551165615e-17	9.482109076227518e-17	1.586388357064334e-16	2.4095837390900884e-16
1.135	-1.2909031840793604e-20	-3.446624499577976e-18	-8.376085896335623e-17	-5.459091959288353e-16	-4.178574768968507e-16	6.412672230830444e-15	2.2358597335809368e-14	3.940754907269904e-14	5.5918686449023003e-14	7.78136876607117e-14	-3.6903083601817855e-18	-1.0030675746889247e-15	-2.4859315081885423e-14	-1.669311996050584e-13	-1.5789713655638148e-13	1.877155339697144e-12	6.8605021527327835e-12	1.2315540771461389e-11	1.7595593996916693e-11	2.4590090533265876e-11	-1.0080310980711539e-16	-2.7894335796879888e-14	-7.052119824721389e-13	-4.880828339766216e-12	-5.519113637630338e-12	5.230109069884924e-11	2.0137485552797175e-10	3.688075334338328e-10	5.308362599435165e-10	7.45223523020838e-10	-8.537939051022519e-16	-2.412395848529735e-13	-6.2427602738492315e-12	-4.474227588559289e-11	-6.019612229958642e-11	4.512195604880874e-10	1.8550027982298194e-9	3.481032423767351e-9	5.054809679585003e-9	7.134132755913947e-9	-2.854396799885151e-15	-8.308001769058231e-13	-2.222409664554206e-11	-1.6718860818617325e-10	-2.7465886386042033e-10	1.5357603666772226e-9	6.981730481362811e-9	1.3569085600020355e-8	1.994950870982532e-8	2.83621519180097e-8	-3.53404615301318e-15	-1.0772035724919065e-12	-3.0325494931991146e-11	-2.450425044581406e-10	-5.093978881993708e-10	1.915779097930712e-9	1.034900505379175e-8	2.121690336403153e-8	3.1764744651313377e-8	4.562988639365624e-8	-1.299300459124388e-15	-4.2627020371994484e-13	-1.2980791814953057e-11	-1.1611640630015089e-10	-3.119863542016476e-10	6.758571063623108e-10	4.985892453601185e-9	1.1035684255229747e-8	1.693155189380639e-8	2.465001032857316e-8	-9.077911126759117e-17	-3.352772421269326e-14	-1.1465529608734425e-12	-1.1708354152662336e-11	-4.041623175392076e-11	3.700019261994189e-11	5.135451468654278e-10	1.253670001026026e-9	1.9797549911507675e-9	2.9257583270460953e-9	-4.0745900720280907e-19	-1.8016179674030703e-16	-7.17760606822063e-15	-8.507053256599172e-14	-3.648746850837718e-13	1.4923638749419301e-15	3.815678146496299e-12	1.0407348460592252e-11	1.6933982208149527e-11	2.53947805661889e-11	-2.1358513130192258e-24	-1.1450153677065436e-21	-5.2730903809196583e-20	-7.0977809637558565e-19	-3.570565453306419e-18	-2.2049947704084233e-18	3.2330644752792157e-17	9.845618364115865e-17	1.6472181967153398e-16	2.5019880088870917e-16
1.162	-1.3364372275619311e-20	-3.5683377179076255e-18	-8.672246931354112e-17	-5.652481318381834e-16	-4.328801795990936e-16	6.639240387055009e-15	2.3150816554194652e-14	4.080540871367573e-14	5.79030547546966e-14	8.05757628261457e-14	-3.8206176807036914e-18	-1.0385355815813229e-15	-2.573965082843911e-14	-1.7285615980380014e-13	-1.63583240087851e-13	1.943551472274101e-12	7.104072282257634e-12	1.2753414322734661e-11	1.8221532612442605e-11	2.5465138632621472e-11	-1.0436640674761713e-16	-2.888195348224696e-14	-7.302248829020404e-13	-5.054407567806564e-12	-5.718227155690583e-12	5.415289025299552e-11	2.0853899848476192e-10	3.819519523744198e-10	5.497679090624736e-10	7.718116962934702e-10	-8.84012139730082e-16	-2.497938323619276e-13	-6.4645914808399424e-12	-4.633710958589605e-11	-6.237227514457047e-11	4.672125563225331e-10	1.921153790388586e-9	3.6054430823663697e-9	5.2356094597034805e-9	7.389425861550729e-9	-2.9555995584634053e-15	-8.603237286854796e-13	-2.3015875601304744e-11	-1.7316690789518668e-10	-2.8461427000929147e-10	1.5902632724514003e-9	7.2315225192083165e-9	1.4055871797164353e-8	2.066586242271123e-8	2.9381144863580255e-8	-3.659687387068723e-15	-1.11561161085649e-12	-3.1410204547970856e-11	-2.5384526335356726e-10	-5.279266667619873e-10	1.983865661855187e-9	1.072103469010867e-8	2.1982090622339393e-8	3.291156748410882e-8	4.727827935569359e-8	-1.3456952659451619e-15	-4.4154872806567397e-13	-1.3447867370391483e-11	-1.2031447135462623e-10	-3.23383508318303e-10	6.998958090277485e-10	5.166291999353411e-9	1.1436397843929238e-8	1.7547020012540202e-8	2.554656919026345e-8	-9.404428879141054e-17	-3.4739136902134115e-14	-1.188152828220904e-12	-1.2135037028274834e-11	-4.189974416177819e-11	3.831033015511961e-11	5.322729821050572e-10	1.2995359281956985e-9	2.052250576077482e-9	3.0329440211223114e-9	-4.222889216826518e-19	-1.8674484507230193e-16	-7.440682933380232e-15	-8.819728043866272e-14	-3.783345962159555e-13	1.3536255648298662e-15	3.9559774718336605e-12	1.0790844891506394e-11	1.7558325076276287e-11	2.633131459043304e-11	-2.2146446899995037e-24	-1.1873192231330587e-21	-5.468128672928322e-20	-7.360567409608775e-19	-3.702920507964182e-18	-2.2873580666582284e-18	3.3527745461875335e-17	1.0210534976178404e-16	1.7082856105129335e-16	2.594754560195189e-16
1.189	-1.3815931861352685e-20	-3.689061260447104e-18	-8.966055715861996e-17	-5.844390441065567e-16	-4.478213367407806e-16	6.863982856882504e-15	2.3936995996576556e-14	4.219284565641926e-14	5.987275157767358e-14	8.331752562720362e-14	-3.94986603148008e-18	-1.0737221276898282e-15	-2.6613201302333035e-14	-1.7873749884478058e-13	-1.6923985616644813e-13	2.0094239849784025e-12	7.345859112400371e-12	1.3188176285510082e-11	1.884307303370349e-11	2.633408129113244e-11	-1.0790126712400684e-16	-2.986192912663574e-14	-7.550509760923985e-13	-5.226760401513042e-12	-5.916359284867914e-12	5.599037924410958e-11	2.1565289710762632e-10	3.9500767935569446e-10	5.68573650080229e-10	7.982246071046231e-10	-9.139948914724584e-16	-2.5828386044347203e-13	-6.684827714373875e-12	-4.792121939361275e-11	-6.453832001975876e-11	4.830846140223312e-10	1.9868642543452654e-9	3.729065230473634e-9	5.415284100053419e-9	7.643147731699032e-9	-3.0560406000252847e-15	-8.896352705836549e-13	-2.3802270797003345e-11	-1.7910779634843382e-10	-2.9452702272795545e-10	1.644365044011913e-9	7.479771473995635e-9	1.4539839724406166e-8	2.1378165012789874e-8	3.039445470749952e-8	-3.784434552974485e-15	-1.1537630129609689e-12	-3.248817384294538e-11	-2.625988300698703e-10	-5.463848576743122e-10	2.0514667475248712e-9	1.1091021650515487e-8	2.2743426841753107e-8	3.4052791518818774e-8	4.89187639753856e-8	-1.3917900900190079e-15	-4.567368692635794e-13	-1.3912441072612154e-11	-1.2449288809423566e-10	-3.3474384481942196e-10	7.237665438845976e-10	5.345866587769114e-9	1.1835476581863062e-8	1.8160070044792e-8	2.64396778075371e-8	-9.72917994860279e-17	-3.594477321940205e-14	-1.229578591981682e-12	-1.25601942315078e-11	-4.337941545336889e-11	3.9610533328329444e-11	5.509356192066131e-10	1.3452623393779087e-9	2.1245345708294572e-9	3.139823531521739e-9	-4.370631911155958e-19	-1.9330675240048527e-16	-7.703025517715455e-15	-9.131648286985405e-14	-3.9176864325358317e-13	1.1891733531195455e-15	4.095945785779141e-12	1.1173547093026536e-11	1.8181421222604072e-11	2.7266011429301062e-11	-2.2932870157967473e-24	-1.2295503588989165e-21	-5.662860140751819e-20	-7.622973408980032e-19	-3.835103903455459e-18	-2.369691389141891e-18	3.4723128341216665e-17	1.057497157116844e-16	1.7692744706327146e-16	2.687402983095812e-16
1.216	-1.4261021565536505e-20	-3.808075840425615e-18	-9.255759497261947e-17	-6.03367174838283e-16	-4.625898649066634e-16	7.085560375823859e-15	2.4712434392315517e-14	4.356155518892138e-14	6.181598337623049e-14	8.602255640631484e-14	-4.077283381662658e-18	-1.108417296366964e-15	-2.7474745275500428e-14	-1.8453996357271413e-13	-1.7483252656805973e-13	2.0743793906643842e-12	7.584413452229219e-12	1.3617219216957677e-11	1.945648704802192e-11	2.719170569263599e-11	-1.1138660969963141e-16	-3.0828407041780026e-14	-7.795415954480207e-13	-5.3968518564152815e-12	-6.112306863056312e-12	5.7802551760439534e-11	2.226738411284274e-10	4.078963333662752e-10	5.871405929758678e-10	8.243037062714892e-10	-9.435630895250327e-16	-2.6665884528391954e-13	-6.902147725461776e-12	-4.948508084371594e-11	-6.66811674004794e-11	4.987403634377024e-10	2.0517392731258742e-9	3.8511566765339386e-9	5.592755398112213e-9	7.893776208739179e-9	-3.1551187533119904e-15	-9.185589473681307e-13	-2.4578556581907277e-11	-1.849755454036029e-10	-3.0433766200439255e-10	1.697739193604095e-9	7.724985536596133e-9	1.5018088727836635e-8	2.208215167542087e-8	3.139601785842086e-8	-3.907538961713716e-15	-1.1914284561599537e-12	-3.3552923515493384e-11	-2.7125069783908747e-10	-5.646629562741214e-10	2.1181719375836614e-9	1.1456749446726868e-8	2.3496373663650854e-8	3.518162569709629e-8	5.054158754314213e-8	-1.4373078161699763e-15	-4.717434217085547e-13	-1.4371732361566582e-11	-1.2862679899879143e-10	-3.460009083348529e-10	7.47323092140248e-10	5.523549790606389e-9	1.2230567806168618e-8	1.876709635232458e-8	2.7324089852920272e-8	-1.005021982001126e-16	-3.713745694648265e-14	-1.270585459351128e-12	-1.298133584176648e-11	-4.484672081064853e-11	4.0892656548858546e-11	5.694239469852733e-10	1.390584081878201e-9	2.196188828527387e-9	3.245779325139759e-9	-4.5169506350682415e-19	-1.998093347632044e-16	-7.963119038062329e-15	-9.4410264081889e-14	-4.051006453242785e-13	9.965602965848883e-16	4.234781544405417e-12	1.1553279454253107e-11	1.8799735710047163e-11	2.8193573455378637e-11	-2.371332738904675e-24	-1.271470851949431e-21	-5.856193187032378e-20	-7.883535662595169e-19	-3.966384108390314e-18	-2.451564386567369e-18	3.5910125316834744e-17	1.0936912064558772e-16	1.8298481488024723e-16	2.779422409450542e-16
1.2429999999999999	-1.469617341028665e-20	-3.924460473286674e-18	-9.539134167247422e-17	-6.2188900646115185e-16	-4.770845533187517e-16	7.302263695574024e-15	2.5471258600566448e-14	4.4901241055050457e-14	6.371816863241235e-14	8.867058966736404e-14	-4.201883281234547e-18	-1.142354800126445e-15	-2.831773488978715e-14	-1.9022010540324199e-13	-1.8032322232283265e-13	2.1379207239831687e-12	7.817951526852212e-12	1.4037361449410057e-11	2.0057239439062544e-11	2.8031683035019113e-11	-1.1479563301188867e-16	-3.1774032079057917e-14	-8.03512497084584e-13	-5.563423838091844e-12	-6.30474626794705e-12	5.957565269459605e-11	2.2954998810352981e-10	4.205236583572113e-10	6.053334244302398e-10	8.49859337032318e-10	-9.724911756132204e-16	-2.7485567541530866e-13	-7.114935445370979e-12	-5.101728172017626e-11	-6.878643356264973e-11	5.140619879199185e-10	2.1153063734714644e-9	3.970837928418958e-9	5.766749839308995e-9	8.139516983240613e-9	-3.2520867765130555e-15	-9.468797522261215e-13	-2.533904968001997e-11	-1.907280736398832e-10	-3.139808045819535e-10	1.7499883972484805e-9	7.965410206674733e-9	1.548723849240283e-8	2.2772867248763844e-8	3.237880184869802e-8	-4.0280879358192265e-15	-1.2283334365949255e-12	-3.459682633479282e-11	-2.7974021861014493e-10	-5.826401979412902e-10	2.183491255486103e-9	1.1815661042132732e-8	2.4235735266479752e-8	3.6290313437543974e-8	5.2135625970056794e-8	-1.4819193849040715e-15	-4.864619913754955e-13	-1.4822543741398155e-11	-1.3268801152011877e-10	-3.570810904075852e-10	7.70394617324276e-10	5.698133016017755e-9	1.2619018086742073e-8	1.936403781243347e-8	2.8193900691261092e-8	-1.0365309693450071e-16	-3.830903038221851e-14	-1.3108974690578806e-12	-1.3395672778680816e-11	-4.629218104113923e-11	4.2147380060938794e-11	5.876157949506279e-10	1.43520470456416e-9	2.2667459641122954e-9	3.350121257587571e-9	-4.660871854535116e-19	-2.0620990324503097e-16	-8.219272821148662e-15	-9.745868465628156e-14	-4.1824558184056004e-13	7.736612015923787e-16	4.371591266641048e-12	1.192761104819662e-11	1.940931514268189e-11	2.910807354327286e-11	-2.448283853430675e-24	-1.3128140655766736e-21	-6.046900187685814e-20	-8.140600933484842e-19	-4.095928125834036e-18	-2.5324541917432618e-18	3.7081210280055366e-17	1.1294057620929274e-16	1.889621687412511e-16	2.8702278936055834e-16
