1.	6.141541383281287e-11	2.3572981258980435e-9	1.1326223000405942e-8	1.3808267049813837e-8	4.807866501276793e-9	4.554900237030159e-10	9.059304533408216e-12	1.829222846006017e-14	5.082481607121184e-19	0.	9.374487722981683e-8	4.708798621521868e-7	6.149829468803286e-7	2.3741021403381444e-7	2.5874473644588985e-8	6.029591436081466e-10	1.3986731606193012e-12	4.2881675252809324e-17	0.	2.496998458686259e-6	3.533544574091965e-6	1.523095154875961e-6	1.892163811923426e-7	5.00854317754207e-9	1.2848370970709091e-11	4.2263364001117477e-16	0.	5.585666429089857e-6	2.760105359328714e-6	3.9526665266208113e-7	1.1840546836284356e-8	3.335603068411889e-11	1.1738573549944894e-15	0.	1.5813407417400223e-6	2.5942144814260333e-7	8.675014452824786e-9	2.6571148970690984e-11	9.969424759114118e-16	0.	4.772320942748333e-8	1.7475017509115354e-9	5.750829766056179e-12	2.288176606799619e-16	0.	6.890863622058822e-11	2.413241138213826e-13	1.0137355878464494e-17	0.	8.93627842299246e-16	3.95244530441184e-20	0.	1.837541535945288e-24	0.	0.
1.027	6.367655577858295e-11	2.4442786556986025e-9	1.1745290219967917e-8	1.4321339385547616e-8	4.987664629840171e-9	4.726786651365475e-10	9.404866240992671e-12	1.8996764648924544e-14	5.279553756460772e-19	0.	9.721363888151113e-8	4.883638467784472e-7	6.379370614766271e-7	2.463376703210216e-7	2.685654683448339e-8	6.260637649211272e-10	1.452682011596648e-12	4.4546273994849276e-17	0.	2.590105483446932e-6	3.6661025130860035e-6	1.580686358883426e-6	1.9643394129157232e-7	5.201120286936066e-9	1.3345401286754626e-11	4.390530158359243e-16	0.	5.7966034556419485e-6	2.8651385610402416e-6	4.104198959341798e-7	1.2297263213752262e-8	3.464856939427869e-11	1.2194986417159522e-15	0.	1.6419041084232505e-6	2.6941215063866003e-7	9.010563543532177e-9	2.7602368448209247e-11	1.0357357345178868e-15	0.	4.956795970539916e-8	1.815252030329238e-9	5.974323339765465e-12	2.377281295436583e-16	0.	7.158539774265015e-11	2.507141261969872e-13	1.0532398455950137e-17	0.	9.284384885320287e-16	4.1065742756103284e-20	0.	1.9092466354514025e-24	0.	0.
1.054	6.593835752897212e-11	2.5313105024667516e-9	1.2164760342109879e-8	1.4835199600416708e-8	5.167895161391677e-9	4.899295369138775e-10	9.752172592830208e-12	1.9705750841779604e-14	5.478040359549201e-19	0.	1.0068576671375578e-7	5.058729975137259e-7	6.609404228238899e-7	2.55293222316861e-7	2.784293189023327e-8	6.49298882912969e-10	1.5070498549966914e-12	4.622305731837414e-17	0.	2.6833997148573024e-6	3.799035257370492e-6	1.6385014119799606e-6	2.0368794177089272e-7	5.3948709106969705e-9	1.3845850851331735e-11	4.555942730650489e-16	0.	6.008324616412872e-6	2.970669117998456e-6	4.2565966067169453e-7	1.2756951103305204e-8	3.5950279021315484e-11	1.2654833595244766e-15	0.	1.7028054076161244e-6	2.794658169709191e-7	9.348416165422751e-9	2.8641107139002212e-11	1.0748247559896665e-15	0.	5.142522275275627e-8	1.883487466532032e-9	6.199485124063378e-12	2.4670736998595813e-16	0.	7.428198497540673e-11	2.6017567245902867e-13	1.0930525228315211e-17	0.	9.635192595631096e-16	4.261919932716891e-20	0.	1.9815239064652616e-24	0.	0.
1.081	6.818871768642129e-11	2.6179310507189347e-9	1.2582421069223463e-8	1.5347168965918355e-8	5.347634658000132e-9	5.071563971254012e-10	1.0099540329122006e-11	2.0415858465504805e-14	5.677034501303072e-19	0.	1.0414295124894464e-7	5.233158607691054e-7	6.838745599273672e-7	2.6423166382896285e-7	2.88287777043859e-8	6.725534935550283e-10	1.5615239000651118e-12	4.790440432428338e-17	0.	2.7763993854845537e-6	3.931667440639346e-6	1.6962528966240663e-6	2.1094322817843037e-7	5.5888799477156094e-9	1.4347409648976204e-11	4.721825333032462e-16	0.	6.219773623701415e-6	3.076181940569903e-6	4.4091324988855845e-7	1.3217464115401543e-8	3.725519453813043e-11	1.3116041970073582e-15	0.	1.7637531878317246e-6	2.8953523032498795e-7	9.687012069256307e-9	2.968263889871319e-11	1.1140340473650982e-15	0.	5.328639897848209e-8	1.951896099809504e-9	6.4252975314290265e-12	2.557152314052438e-16	0.	7.698618304328414e-11	2.6966626346005313e-13	1.1329962905645916e-17	0.	9.987135772303513e-16	4.4177929948995365e-20	0.	2.0540538546190112e-24	0.	0.
1.108	7.0413974733871e-11	2.7036179956349518e-9	1.299577556469704e-8	1.5854228073009152e-8	5.5258450141078536e-9	5.242626629304169e-10	1.0445089537032143e-11	2.112336305082803e-14	5.875513953898306e-19	0.	1.0756452949453128e-7	5.405893295921058e-7	7.066061794899276e-7	2.731022947415615e-7	2.9808661120468474e-8	6.957035995926708e-10	1.6158207276014684e-12	4.958170692044799e-17	0.	2.8685622216421323e-6	4.063240854937552e-6	1.753619141310335e-6	2.181605351121753e-7	5.7821242399094015e-9	1.4847482779628374e-11	4.887330736056947e-16	0.	6.429767795905065e-6	3.181101540569934e-6	4.5609945367642054e-7	1.3676398070837707e-8	3.855659954666393e-11	1.357626152728857e-15	0.	1.8244219186767742e-6	2.995675587830241e-7	1.002459887070854e-8	3.0721627803598023e-11	1.1531642839843227e-15	0.	5.514183688846967e-8	2.0201263800000092e-9	6.6506083559130965e-12	2.647060206826957e-16	0.	7.968417523746457e-11	2.7913764607142666e-13	1.1728689475408575e-17	0.	1.033843087506337e-15	4.5734059911832244e-20	0.	2.1264707862875427e-24	0.	0.
1.135	7.259887339173843e-11	2.7877877064785e-9	1.3402031666092853e-8	1.6352997111505717e-8	5.7013632561197875e-9	5.41140150172967e-10	1.0786719055976957e-11	2.1824118185804472e-14	6.072344699048727e-19	0.	1.109273944993808e-7	5.575780105069636e-7	7.289859868149881e-7	2.8184831468223244e-7	3.0776513288478986e-8	7.186108382229895e-10	1.6696252323808033e-12	5.124542051834469e-17	0.	2.959280922577113e-6	4.192906034000012e-6	1.8102399393221963e-6	2.2529597771707486e-7	5.973463779132386e-9	1.534318804499413e-11	5.051519838680705e-16	0.	6.636982542970493e-6	3.2847842866086155e-6	4.7112766986666937e-7	1.4131078452286797e-8	3.984704071708176e-11	1.4032888078363251e-15	0.	1.8844482760869048e-6	3.0950398221359376e-7	1.0359230052181705e-8	3.1752156880776796e-11	1.1919946173874807e-15	0.	5.698081205702105e-8	2.087788286394701e-9	6.874140597805372e-12	2.736291128044737e-16	0.	8.236064597826189e-11	2.88536356397716e-13	1.2124464505574842e-17	0.	1.068710181979789e-15	4.727886204350616e-20	0.	2.1983692771588458e-24	0.	0.
1.162	7.472687753275114e-11	2.8698075864847697e-9	1.3798161915379598e-8	1.6839806446014713e-8	5.872922092062205e-9	5.576700892130651e-10	1.1122095588444986e-11	2.2513465737841428e-14	6.26624463659721e-19	0.	1.1420649014056713e-7	5.741566410285201e-7	7.508514860087996e-7	2.9040755935976343e-7	3.172563209066444e-8	7.411207246001523e-10	1.7225824190654526e-12	5.288474938642097e-17	0.	3.0478948770700763e-6	4.319735109426083e-6	1.8657190529823838e-6	2.3230082199888787e-7	6.161620486525147e-9	1.5831272603739102e-11	5.213330300579149e-16	0.	6.83996260441807e-6	3.38651736726085e-6	4.85896682072433e-7	1.457849569711766e-8	4.111809485069355e-11	1.4482975930173507e-15	0.	1.9434268567704653e-6	3.192784307083472e-7	1.068870896753953e-8	3.276753386621235e-11	1.230275323808641e-15	0.	5.879122929044135e-8	2.1544409031667432e-9	7.094449661292986e-12	2.8242729832938216e-16	0.	8.499826957237113e-11	2.9780193817975527e-13	1.251475835337738e-17	0.	1.103091631991882e-15	4.880249387586319e-20	0.	2.269292752791364e-24	0.	0.
1.189	7.67795347502249e-11	2.948971830863852e-9	1.4180789729862868e-8	1.731056709233376e-8	6.039112383976024e-9	5.737209439847383e-10	1.1448650172123071e-11	2.3186306162809603e-14	6.455813806697556e-19	0.	1.1737387193552986e-7	5.901856234628241e-7	7.720218723241604e-7	2.987110686226924e-7	3.26486176458759e-8	7.630636297720306e-10	1.7743041500212221e-12	5.4487905199615465e-17	0.	3.133668792065293e-6	4.4426976951022975e-6	1.919618105911607e-6	2.3912141195221906e-7	6.345193798628044e-9	1.630818256746114e-11	5.371601931661202e-16	0.	7.0370969057063976e-6	3.485514900091229e-6	5.002953828151447e-7	1.501535755496549e-8	4.2360563523335956e-11	1.492330709239999e-15	0.	2.000912378187183e-6	3.288185683371378e-7	1.101063560509822e-8	3.376045141578135e-11	1.2677334612439202e-15	0.	6.055987037617146e-8	2.2196027738301968e-9	7.309957748308957e-12	2.91038006673255e-16	0.	8.757812542120525e-11	3.0686831684678365e-13	1.2896801952994807e-17	0.	1.1367431996089563e-15	5.029416990438561e-20	0.	2.3387402406142684e-24	0.	0.
1.216	7.873678787142432e-11	3.02451246627897e-9	1.4546236890556631e-8	1.776081809650705e-8	6.19839409054475e-9	5.891487077656143e-10	1.176356654623204e-11	2.3837044399636494e-14	6.639515102529638e-19	0.	1.2039909899638466e-7	6.055127010281542e-7	7.922996445402207e-7	3.066833916208683e-7	3.3537362205719415e-8	7.842535207581095e-10	1.8243644725059873e-12	5.604194255829013e-17	0.	3.2157996868568824e-6	4.560666939996747e-6	1.9714570258587554e-6	2.4569892686641296e-7	6.522647276381252e-9	1.6770017056500963e-11	5.525060493490524e-16	0.	7.226621458232684e-6	3.580915563848945e-6	5.142019149313144e-7	1.5438051397411062e-8	4.3564348089632876e-11	1.5350346753796805e-15	0.	2.0564165171530093e-6	3.3804503095996664e-7	1.1322375660554903e-8	3.472288522704027e-11	1.3040691747647245e-15	0.	6.22722277393246e-8	2.2827452854556774e-9	7.51893186477802e-12	2.993924891698932e-16	0.	9.007943346293661e-11	3.156629032409173e-13	1.326755252095084e-17	0.	1.1693965179406418e-15	5.174203766768992e-20	0.	2.4061611965518196e-24	0.	0.
1.2429999999999999	8.057683240879244e-11	3.0955943924974286e-9	1.4890502241258392e-8	1.8185703270116848e-8	6.349087855936899e-9	6.037957728582133e-10	1.2063743453843812e-11	2.4459475671802587e-14	6.815635740548039e-19	0.	1.2324905702375844e-7	6.199721457404223e-7	8.114695529323776e-7	3.1424207885079606e-7	3.4382964648499005e-8	8.044848848877016e-10	1.872290094361083e-12	5.753242840604347e-17	0.	3.293412661991019e-6	4.672412645375361e-6	2.0207098545899825e-6	2.519685917943675e-7	6.692279286641688e-9	1.7212435928414877e-11	5.672284851252901e-16	0.	7.40660492598855e-6	3.6717722964104087e-6	5.274816162744594e-7	1.5842566409570098e-8	4.471820006757186e-11	1.5760151692023023e-15	0.	2.109400025305852e-6	3.4686981335827905e-7	1.1620998406727112e-8	3.564588971628847e-11	1.338947925106087e-15	0.	6.39121687846666e-8	2.3432794547815213e-9	7.719439017452733e-12	3.0741404505555697e-16	0.	9.24790189484067e-11	3.241047119098499e-13	1.3623615686534116e-17	0.	1.200752189254644e-15	5.313287793184492e-20	0.	2.4709417753513168e-24	0.	0.
