# ells	E1-E1	E1-E2	E1-E3	E1-E4	E1-E5	E1-E6	E1-E7	E1-E8	E1-E9	E1-E10	E2-E2	E2-E3	E2-E4	E2-E5	E2-E6	E2-E7	E2-E8	E2-E9	E2-E10	E3-E3	E3-E4	E3-E5	E3-E6	E3-E7	E3-E8	E3-E9	E3-E10	E4-E4	E4-E5	E4-E6	E4-E7	E4-E8	E4-E9	E4-E10	E5-E5	E5-E6	E5-E7	E5-E8	E5-E9	E5-E10	E6-E6	E6-E7	E6-E8	E6-E9	E6-E10	E7-E7	E7-E8	E7-E9	E7-E10	E8-E8	E8-E9	E8-E10	E9-E9	E9-E10	E10-E10
2.611916279594e+02	1.871542903116e-10	2.397397251644e-10	2.089917408571e-10	1.937731477470e-10	1.848942914696e-10	1.782281486144e-10	1.725657029559e-10	1.673619111175e-10	1.620941675934e-10	1.551732860462e-10	6.463005929438e-10	7.265063063738e-10	7.368549633872e-10	7.445420641499e-10	7.543789312839e-10	7.640690398224e-10	7.731968445844e-10	7.824565460563e-10	7.946230202590e-10	9.875340793249e-10	1.095219215248e-09	1.138267281863e-09	1.169909369636e-09	1.201400765970e-09	1.232287545263e-09	1.263899693933e-09	1.305461452463e-09	1.335305038011e-09	1.464523341579e-09	1.535235145495e-09	1.592721916195e-09	1.650576062908e-09	1.711345110870e-09	1.791549157726e-09	1.708779711844e-09	1.863410625331e-09	1.965404199607e-09	2.056875618984e-09	2.155171483655e-09	2.286623648938e-09	2.130377674094e-09	2.319913295709e-09	2.463654383945e-09	2.608928815117e-09	2.807252984331e-09	2.628103088483e-09	2.868917143955e-09	3.079913618051e-09	3.362863982680e-09	3.249225353520e-09	3.581413282588e-09	3.978656081923e-09	4.113469346837e-09	4.723866462927e-09	5.833028680624e-09
3.563754284892e+02	1.301118290097e-10	1.702316995855e-10	1.514715563783e-10	1.423690367732e-10	1.371417212871e-10	1.332364113514e-10	1.299213498809e-10	1.268749345920e-10	1.237910844882e-10	1.197394519895e-10	4.525934980883e-10	5.092212843008e-10	5.189400631824e-10	5.261215875907e-10	5.342274991593e-10	5.419668294467e-10	5.492172930809e-10	5.565689535266e-10	5.662282775323e-10	6.828108907466e-10	7.553449918503e-10	7.859171674087e-10	8.088067270455e-10	8.311618804800e-10	8.528937794661e-10	8.751048331467e-10	9.043046953495e-10	9.125199542136e-10	9.984100780818e-10	1.047056022820e-09	1.086806460759e-09	1.126337840776e-09	1.167714391176e-09	1.222311785333e-09	1.157174204262e-09	1.258902357938e-09	1.327009649359e-09	1.387818319402e-09	1.452894246665e-09	1.539913820457e-09	1.430513836500e-09	1.552825411756e-09	1.645345981837e-09	1.738555801468e-09	1.866022165463e-09	1.749004900990e-09	1.901893706790e-09	2.034698807899e-09	2.213216297295e-09	2.144332945719e-09	2.355020095091e-09	2.606099724894e-09	2.697829322671e-09	3.090526531285e-09	3.809445096405e-09
4.862462362330e+02	8.848202891638e-11	1.180146221883e-10	1.060820726766e-10	1.004220768943e-10	9.721540684005e-11	9.482709118377e-11	9.280034691312e-11	9.093787686390e-11	8.905252186511e-11	8.657549954349e-11	3.181731318796e-10	3.590574129213e-10	3.678671400723e-10	3.744087836580e-10	3.811449488888e-10	3.874141865532e-10	3.932627564110e-10	3.991908241658e-10	4.069795979432e-10	4.775574735781e-10	5.280472252336e-10	5.507472720411e-10	5.679280732048e-10	5.843571420059e-10	6.001996768490e-10	6.163702120429e-10	6.376270054960e-10	6.333987051058e-10	6.919142710367e-10	7.260674593570e-10	7.540900199868e-10	7.817264974150e-10	8.105581526193e-10	8.485851831579e-10	7.967422494303e-10	8.645843325031e-10	9.107350421938e-10	9.520587243857e-10	9.961171258853e-10	1.054947837106e-09	9.765002093524e-10	1.056883819466e-09	1.118405074275e-09	1.180512000098e-09	1.265204428797e-09	1.183815741193e-09	1.283489612838e-09	1.371058675332e-09	1.488613966994e-09	1.439253116100e-09	1.575754561797e-09	1.739487990347e-09	1.793624668730e-09	2.044256438839e-09	2.494508186843e-09
6.634447365049e+02	5.827662548065e-11	7.857112223511e-11	7.033122183042e-11	6.648230938674e-11	6.429911430474e-11	6.266947392549e-11	6.128586658918e-11	6.001434120957e-11	5.872718906769e-11	5.703609920717e-11	2.212499536382e-10	2.509859049643e-10	2.583792895322e-10	2.638918562706e-10	2.692818972681e-10	2.742191458816e-10	2.788122876517e-10	2.834666930111e-10	2.895819707239e-10	3.339975411177e-10	3.699481530390e-10	3.870097311186e-10	4.000612097758e-10	4.123361640550e-10	4.240885535560e-10	4.360689240003e-10	4.518161463065e-10	4.423572723828e-10	4.832115910228e-10	5.078333296054e-10	5.281665637149e-10	5.480506723114e-10	5.687130469136e-10	5.959501009496e-10	5.541696269448e-10	6.006644300093e-10	6.330076783093e-10	6.621095070227e-10	6.929532510742e-10	7.340537072710e-10	6.753589287079e-10	7.296647498239e-10	7.720009521180e-10	8.147634897547e-10	8.728274148145e-10	8.134316179872e-10	8.799332789135e-10	9.390733177456e-10	1.018276409243e-09	9.813647475272e-10	1.071005896475e-09	1.179179937146e-09	1.210954801277e-09	1.372952140036e-09	1.658550381426e-09
9.052181499767e+02	3.696411501870e-11	4.969586713664e-11	4.349535539669e-11	4.059173705213e-11	3.891531069521e-11	3.765507394749e-11	3.658382380826e-11	3.559924706145e-11	3.460256530083e-11	3.329310196211e-11	1.499028050464e-10	1.711073279468e-10	1.766396389675e-10	1.808033714244e-10	1.848003656131e-10	1.884363460098e-10	1.918143167749e-10	1.952368874927e-10	1.997336740787e-10	2.300295468469e-10	2.557590921846e-10	2.683977428724e-10	2.781489809059e-10	2.872270574036e-10	2.958749569366e-10	3.046822185972e-10	3.162578724533e-10	3.065698133076e-10	3.355602311039e-10	3.535046170731e-10	3.684179533766e-10	3.828962815393e-10	3.978903084708e-10	4.176461327817e-10	3.847482296689e-10	4.173629419156e-10	4.405345148977e-10	4.614608978874e-10	4.835196716826e-10	5.128589584463e-10	4.684906443383e-10	5.060848895803e-10	5.359098826076e-10	5.660682686530e-10	6.068509775573e-10	5.626788981886e-10	6.081341268788e-10	6.491173680487e-10	7.038808478061e-10	6.757653674663e-10	7.361516058323e-10	8.096131379803e-10	8.279678292638e-10	9.353166076563e-10	1.119128302708e-09
1.235098952422e+03	2.258363714006e-11	2.974735067939e-11	2.488089901560e-11	2.256403096876e-11	2.119459080050e-11	2.015718074979e-11	1.927429328592e-11	1.846275623659e-11	1.764123795952e-11	1.656190835160e-11	9.777589009385e-11	1.122725896089e-10	1.158858543731e-10	1.186445099846e-10	1.213225853023e-10	1.237628329316e-10	1.260300523353e-10	1.283271775230e-10	1.313452807548e-10	1.538253122320e-10	1.719225188145e-10	1.808817423884e-10	1.878296039758e-10	1.942811263972e-10	2.004150463580e-10	2.066592324517e-10	2.148658661992e-10	2.077462704790e-10	2.282520761677e-10	2.411134620419e-10	2.518501841993e-10	2.622363887584e-10	2.729707833793e-10	2.871099075235e-10	2.627642382859e-10	2.857937727063e-10	3.023865758814e-10	3.174191627895e-10	3.332062940661e-10	3.541753685774e-10	3.214089224265e-10	3.478110993408e-10	3.690440720720e-10	3.905357464201e-10	4.195057002595e-10	3.868725619373e-10	4.185378378323e-10	4.474397504594e-10	4.859999964311e-10	4.646807314572e-10	5.063128761037e-10	5.574042138663e-10	5.680490371568e-10	6.409804865432e-10	7.618313061703e-10
1.685195355743e+03	1.333475802960e-11	1.693908406742e-11	1.318356217061e-11	1.135563076782e-11	1.025497307806e-11	9.416827406957e-12	8.702983538397e-12	8.046787161439e-12	7.382518279685e-12	6.509786512498e-12	6.096938881156e-11	7.028710891716e-11	7.225159554332e-11	7.379069405502e-11	7.536335430359e-11	7.681418440753e-11	7.816452747147e-11	7.953286104496e-11	8.133066789050e-11	9.880048035659e-11	1.110538324243e-10	1.169948665044e-10	1.216103151298e-10	1.259188741503e-10	1.300206854623e-10	1.341966796920e-10	1.396851211977e-10	1.359485619118e-10	1.501194739106e-10	1.589898135322e-10	1.664099281676e-10	1.735897395105e-10	1.810072761605e-10	1.907765363187e-10	1.741991163240e-10	1.902574384907e-10	2.018761331394e-10	2.124227110537e-10	2.234842494676e-10	2.381673299737e-10	2.151027181436e-10	2.335692315639e-10	2.485219393152e-10	2.636708491152e-10	2.840552764282e-10	2.607343231743e-10	2.828643759163e-10	3.032198872617e-10	3.303549814853e-10	3.147645380922e-10	3.437459551511e-10	3.795457634063e-10	3.860188715204e-10	4.363928651998e-10	5.176824923897e-10
2.299316489134e+03	7.628172521458e-12	9.285106931149e-12	6.566028826048e-12	5.212168178074e-12	4.388066770123e-12	3.759137681405e-12	3.223340465694e-12	2.730802106108e-12	2.232204096127e-12	1.577134533010e-12	3.631613930346e-11	4.189810231542e-11	4.270286273102e-11	4.336817403527e-11	4.414663527856e-11	4.488769785184e-11	4.558067357448e-11	4.628314216104e-11	4.720610222958e-11	6.059934350912e-11	6.845444506524e-11	7.206389171127e-11	7.486068670881e-11	7.751122401022e-11	8.004788145171e-11	8.263239329781e-11	8.602931437688e-11	8.518186861200e-11	9.456937630276e-11	1.003343805078e-10	1.051538362758e-10	1.098394302368e-10	1.146871281659e-10	1.210725932905e-10	1.109645189203e-10	1.218099173617e-10	1.296029608861e-10	1.366820603087e-10	1.441172661887e-10	1.539884357401e-10	1.388582371615e-10	1.514825712629e-10	1.616955340092e-10	1.720515542558e-10	1.859848494732e-10	1.701994723331e-10	1.854403484349e-10	1.994926358360e-10	2.182250164967e-10	2.074386009112e-10	2.274724946450e-10	2.523057903789e-10	2.565452959468e-10	2.913636704119e-10	3.467369827123e-10
3.137236462934e+03	4.235130707111e-12	4.959286022982e-12	3.152033599439e-12	2.232528345653e-12	1.669838054582e-12	1.240412485407e-12	8.746176225686e-13	5.383605934189e-13	1.979668296252e-13	-2.492503404002e-13	2.076175100076e-11	2.390347339722e-11	2.407451415462e-11	2.424589475362e-11	2.455383235400e-11	2.486972662255e-11	2.516835593513e-11	2.547134315803e-11	2.586944339374e-11	3.550710321197e-11	4.023939354600e-11	4.222718921382e-11	4.375253631226e-11	4.523871821395e-11	4.667582634889e-11	4.814242644014e-11	5.007021787979e-11	5.094409479532e-11	5.682681531543e-11	6.030723861381e-11	6.320463063423e-11	6.604968252521e-11	6.900384130021e-11	7.289665773454e-11	6.753871856116e-11	7.451981167289e-11	7.944169367763e-11	8.390908722454e-11	8.862245899230e-11	9.488697305810e-11	8.582683441283e-11	9.411560104148e-11	1.007571526870e-10	1.074970752374e-10	1.165810231527e-10	1.066705452147e-10	1.168294523424e-10	1.261603377646e-10	1.386109365754e-10	1.317067939046e-10	1.452156515531e-10	1.619577197985e-10	1.649812871886e-10	1.886640121995e-10	2.263440121879e-10
4.280512348289e+03	2.287638369542e-12	2.598167616930e-12	1.491020119301e-12	9.175793493656e-13	5.656348246967e-13	2.972902530717e-13	6.877736096254e-14	-1.412760105112e-13	-3.539131705949e-13	-6.332807622777e-13	1.146117563542e-11	1.315783334170e-11	1.308960511577e-11	1.306058321478e-11	1.314796712902e-11	1.325758057902e-11	1.336393137049e-11	1.347206415298e-11	1.361415152136e-11	1.997202198017e-11	2.266649000520e-11	2.366961988218e-11	2.442266347422e-11	2.518792513901e-11	2.594006759856e-11	2.670970462495e-11	2.772153159205e-11	2.914026152368e-11	3.261230009532e-11	3.455826332449e-11	3.616326253426e-11	3.776393027479e-11	3.943621326372e-11	4.164145043579e-11	3.924614991357e-11	4.348562396372e-11	4.638282131149e-11	4.900478125809e-11	5.179330531510e-11	5.550766983955e-11	5.062946222159e-11	5.578611250149e-11	5.984096141832e-11	6.395814075919e-11	6.952881496189e-11	6.385694356652e-11	7.031033752673e-11	7.617477596264e-11	8.401588250648e-11	8.001797546170e-11	8.875729521065e-11	9.954131487621e-11	1.018245962834e-10	1.174094356032e-10	1.426255406673e-10
