# ells	P1-P1	P1-P2	P1-P3	P1-P4	P1-P5	P1-P6	P1-P7	P1-P8	P1-P9	P1-P10	P2-P2	P2-P3	P2-P4	P2-P5	P2-P6	P2-P7	P2-P8	P2-P9	P2-P10	P3-P3	P3-P4	P3-P5	P3-P6	P3-P7	P3-P8	P3-P9	P3-P10	P4-P4	P4-P5	P4-P6	P4-P7	P4-P8	P4-P9	P4-P10	P5-P5	P5-P6	P5-P7	P5-P8	P5-P9	P5-P10	P6-P6	P6-P7	P6-P8	P6-P9	P6-P10	P7-P7	P7-P8	P7-P9	P7-P10	P8-P8	P8-P9	P8-P10	P9-P9	P9-P10	P10-P10
1.168084470542e+01	3.097957540418e-05	7.912548527189e-06	1.193053444734e-06	1.309789896441e-07	1.050408986483e-08	5.641171806965e-10	1.724567655306e-11	2.256481052660e-13	6.904612904227e-16	8.316632583879e-20	1.514803435705e-05	7.401142916365e-06	1.959384854969e-06	3.309927561611e-07	3.574810684226e-08	2.217368596947e-09	6.137141467923e-11	4.278418405230e-13	1.369991472053e-16	9.644605152035e-06	5.668735554161e-06	1.883589562698e-06	3.723515637439e-07	4.117010738857e-08	2.070872150438e-09	2.823920206623e-11	2.101916892595e-14	6.815162877588e-06	4.319192939533e-06	1.546482687028e-06	3.004872820455e-07	2.656861279867e-08	6.715747593288e-10	1.098019632509e-12	5.070994056789e-06	3.286953769830e-06	1.141255894633e-06	1.809198077133e-07	8.539609741645e-09	3.049966146953e-11	3.867782699231e-06	2.461098262442e-06	7.304680891210e-07	6.773765849495e-08	5.550233407995e-10	2.967623190262e-06	1.751254985820e-06	3.473526048162e-07	7.266444653790e-09	2.234966585591e-06	1.079545614447e-06	6.854815428701e-08	1.561877329006e-06	4.008709387359e-07	6.754854538146e-07
1.593759367225e+01	2.996781169376e-05	8.498471377838e-06	1.324676446048e-06	1.485228697334e-07	1.209656914400e-08	6.576748012626e-10	2.032085184168e-11	2.685526765433e-13	8.300938704092e-16	1.011674939111e-19	1.673325524368e-05	8.349767822320e-06	2.245628531392e-06	3.841617125049e-07	4.193515117799e-08	2.625976294378e-09	7.333279840132e-11	5.158708661628e-13	1.669461552096e-16	1.103071933298e-05	6.558515929761e-06	2.201047285339e-06	4.390340389811e-07	4.895288301181e-08	2.482416145004e-09	3.413318685455e-11	2.565486144960e-14	7.952718199978e-06	5.080052280947e-06	1.832538743927e-06	3.586640538898e-07	3.194342847569e-08	8.135948430242e-10	1.342267643345e-12	6.001984548443e-06	3.914546022784e-06	1.367599363181e-06	2.181854564723e-07	1.036935919832e-08	3.734307853697e-11	4.629805560532e-06	2.961450817066e-06	8.838421888908e-07	8.245867469482e-08	6.807185422895e-10	3.586704356803e-06	2.126698267609e-06	4.240674493367e-07	8.929825559019e-09	2.725247740379e-06	1.322541044526e-06	8.445290382590e-08	1.921619323131e-06	4.956560823502e-07	8.400611319574e-07
2.174559276041e+01	2.649810089922e-05	8.436978570439e-06	1.375427476106e-06	1.586968269241e-07	1.320448537035e-08	7.304271455623e-10	2.291036523937e-11	3.069061934760e-13	9.616113247193e-16	1.190711835929e-19	1.725479663357e-05	8.859697002568e-06	2.435022983034e-06	4.239715001422e-07	4.698373637628e-08	2.981196236394e-09	8.425305589912e-11	5.999826462094e-13	1.969564344062e-16	1.192671193506e-05	7.205938258394e-06	2.452548424052e-06	4.954248135360e-07	5.587542191602e-08	2.864391701739e-09	3.983068059148e-11	3.033187020486e-14	8.843971800563e-06	5.712706228027e-06	2.082085164130e-06	4.114822318716e-07	3.700751076104e-08	9.523196056166e-10	1.590295873048e-12	6.808542951840e-06	4.477607148173e-06	1.577323455797e-06	2.538253219335e-07	1.217507070111e-08	4.433784435195e-11	5.331919388421e-06	3.434831293946e-06	1.032813025105e-06	9.714576264282e-08	8.100888950316e-10	4.184907474596e-06	2.497368708582e-06	5.015508022360e-07	1.065551448806e-08	3.217905806024e-06	1.571507891357e-06	1.011166235838e-07	2.296527676451e-06	5.963108421506e-07	1.018509606988e-06
2.967015060279e+01	2.132800560978e-05	7.521962975519e-06	1.299736032063e-06	1.559722376554e-07	1.336320133274e-08	7.567967555263e-10	2.422528883414e-11	3.307541654637e-13	1.056400269431e-15	1.337882436225e-19	1.615470911184e-05	8.624606181505e-06	2.442003670767e-06	4.355360771141e-07	4.926054960059e-08	3.182812812474e-09	9.149214275730e-11	6.628091285343e-13	2.220423745172e-16	1.191388774180e-05	7.357647127583e-06	2.552417122283e-06	5.245262604771e-07	6.011247608536e-08	3.129435095653e-09	4.420948583200e-11	3.429868257027e-14	9.179550952950e-06	6.019628982198e-06	2.225396648472e-06	4.459240283573e-07	4.066067348723e-08	1.061659001261e-09	1.803500513051e-12	7.261002494849e-06	4.831737672210e-06	1.722184455431e-06	2.805104255059e-07	1.363310258348e-08	5.042851035458e-11	5.809528871029e-06	3.779880523735e-06	1.148645633830e-06	1.093030541841e-07	9.242274530496e-10	4.644232745677e-06	2.796969942380e-06	5.674119878705e-07	1.220028925993e-08	3.632140835102e-06	1.789274824462e-06	1.162992809860e-07	2.634886257298e-06	6.902765752871e-07	1.191397939626e-06
4.048258635629e+01	1.617575099671e-05	5.964280398997e-06	1.088802480785e-06	1.367883957581e-07	1.216814873138e-08	7.113477193443e-10	2.342242436360e-11	3.283861663620e-13	1.077142517345e-15	1.406445439923e-19	1.340141681633e-05	7.476308524372e-06	2.197397747817e-06	4.046539071452e-07	4.706961762287e-08	3.119050121648e-09	9.180086949822e-11	6.810334854156e-13	2.344737468772e-16	1.066569218756e-05	6.779942346179e-06	2.413996986129e-06	5.080612104901e-07	5.953930623157e-08	3.166599507105e-09	4.571778746831e-11	3.636765416091e-14	8.649730742927e-06	5.792119561600e-06	2.184246247985e-06	4.461664853842e-07	4.146672668252e-08	1.104395826240e-09	1.919944090859e-12	7.104634170354e-06	4.805792763490e-06	1.741109703044e-06	2.883725296314e-07	1.426632440092e-08	5.390397486282e-11	5.856445231384e-06	3.863250342407e-06	1.191044739152e-06	1.151192130396e-07	9.923057976104e-10	4.801636326256e-06	2.927617229944e-06	6.020527315241e-07	1.316685049686e-08	3.841855740774e-06	1.915531099067e-06	1.263390358102e-07	2.852197091630e-06	7.568903704678e-07	1.325875914052e-06
5.523530433110e+01	1.213179366774e-05	4.485596285314e-06	8.247617822378e-07	1.064314864729e-07	9.776530212723e-09	5.905378448908e-10	2.008693781330e-11	2.910708247039e-13	9.889585500614e-16	1.347036485876e-19	1.011834972062e-05	5.770117591608e-06	1.746494167968e-06	3.318144761990e-07	3.981300838849e-08	2.719476792531e-09	8.249797832361e-11	6.318330513967e-13	2.260130455873e-16	8.438456574116e-06	5.512321324301e-06	2.018086839423e-06	4.367114567180e-07	5.261630637030e-08	2.877797210119e-09	4.279071801514e-11	3.526069208490e-14	7.201173701370e-06	4.939251894968e-06	1.908212662809e-06	3.994866500643e-07	3.808326920613e-08	1.042218272316e-09	1.872081317555e-12	6.182723733882e-06	4.269873302826e-06	1.580474901918e-06	2.677394175502e-07	1.357583401806e-08	5.286294720711e-11	5.295708395009e-06	3.558495668918e-06	1.118984502973e-06	1.105527843791e-07	9.791679887465e-10	4.492940569426e-06	2.786915370898e-06	5.843028673946e-07	1.308584635489e-08	3.712066618586e-06	1.882585337064e-06	1.267034655454e-07	2.846490946107e-06	7.689101958191e-07	1.375096516145e-06
7.536422741615e+01	8.629828349073e-06	3.478603769089e-06	6.312901856396e-07	7.990324766467e-08	7.294510297624e-09	4.434908403854e-10	1.533550150980e-11	2.276977951386e-13	7.993276627143e-16	1.140516229670e-19	7.778048370789e-06	4.350499707005e-06	1.304103707748e-06	2.483278927159e-07	3.015865971514e-08	2.100212753485e-09	6.531978351506e-11	5.162520375780e-13	1.928125391861e-16	6.304692478339e-06	4.118130796013e-06	1.520204394178e-06	3.339761717936e-07	4.106594261020e-08	2.302776139705e-09	3.529823292121e-11	3.029239851917e-14	5.415016100665e-06	3.758526062977e-06	1.475937247277e-06	3.152947054463e-07	3.079386037045e-08	8.676317755782e-10	1.619454516338e-12	4.768249654918e-06	3.347350305516e-06	1.263278220780e-06	2.189553138479e-07	1.140953683168e-08	4.605664110198e-11	4.217328880252e-06	2.885976533463e-06	9.269288058389e-07	9.390602556696e-08	8.597822965804e-10	3.705215546981e-06	2.343170854840e-06	5.026178665139e-07	1.159688541738e-08	3.176057643873e-06	1.644768647771e-06	1.136318956137e-07	2.536588505719e-06	7.015704387977e-07	1.290762897831e-06
1.028285594298e+02	5.628382008750e-06	2.403205862986e-06	4.763266090096e-07	6.249999482500e-08	5.702876021351e-09	3.414476956828e-10	1.160051083174e-11	1.700175780609e-13	5.949876620853e-16	8.625357850768e-20	5.791018514116e-06	3.384441279163e-06	1.021999767007e-06	1.924237427764e-07	2.298060247634e-08	1.577012680079e-09	4.864295731545e-11	3.849597188355e-13	1.464625018863e-16	4.943913434230e-06	3.204201161433e-06	1.165885702982e-06	2.523827684755e-07	3.069453968035e-08	1.713595241515e-09	2.639036676349e-11	2.311328729679e-14	4.162496708266e-06	2.851605740737e-06	1.107458660991e-06	2.349578595963e-07	2.292741875772e-08	6.508775587397e-10	1.241486293652e-12	3.583234398524e-06	2.498283795236e-06	9.401059077386e-07	1.633323105423e-07	8.596354871928e-09	3.548955220934e-11	3.138895919468e-06	2.149420779407e-06	6.940684905028e-07	7.115999589525e-08	6.664671112251e-10	2.770112811486e-06	1.765793932827e-06	3.838855245997e-07	9.056577052219e-09	2.417341452969e-06	1.270195961334e-06	8.965900160021e-08	1.990520917213e-06	5.626480295740e-07	1.067155580735e-06
1.403014798522e+02	3.703469702766e-06	1.553613474995e-06	3.015425990407e-07	4.131513686305e-08	4.036130356482e-09	2.563232939888e-10	9.036111943899e-12	1.341916083551e-13	4.656356209810e-16	6.571736373650e-20	3.664263952273e-06	2.201872023576e-06	7.069288666703e-07	1.415252989921e-07	1.766401104448e-08	1.239779024266e-09	3.834853059766e-11	2.995703328447e-13	1.111072098813e-16	3.386337704269e-06	2.320653683701e-06	8.834629985432e-07	1.968037502894e-07	2.420938202938e-08	1.346600006716e-09	2.042400343923e-11	1.746685513409e-14	3.136428721693e-06	2.209737681032e-06	8.711665906474e-07	1.852979584475e-07	1.793636075830e-08	5.009692876913e-10	9.348961132381e-13	2.814641419152e-06	1.971335890094e-06	7.390446542154e-07	1.270294839203e-07	6.578699243997e-09	2.663694610443e-11	2.470667080629e-06	1.679116785705e-06	5.358040592785e-07	5.411843390882e-08	4.986400165048e-10	2.144142935279e-06	1.351003418384e-06	2.899374825083e-07	6.755457865976e-09	1.830945189729e-06	9.523510423918e-07	6.670202792116e-08	1.482958485964e-06	4.181365511592e-07	7.986171186267e-07
1.914303317860e+02	2.390947535403e-06	1.007948858354e-06	2.021483250425e-07	2.720520390026e-08	2.548600852269e-09	1.584884782463e-10	5.687880403762e-12	8.909780207990e-14	3.334861825018e-16	5.077444819557e-20	2.447676911206e-06	1.463282644674e-06	4.525618611219e-07	8.792398339323e-08	1.099266893890e-08	7.991429880256e-10	2.620955310606e-11	2.193202201671e-13	8.648635799173e-17	2.181014440328e-06	1.449656151435e-06	5.471400897456e-07	1.243498439440e-07	1.598985121449e-08	9.432401861572e-10	1.521314546254e-11	1.367323016876e-14	1.940973565002e-06	1.383939844560e-06	5.634970403198e-07	1.256845050076e-07	1.285465043867e-08	3.786249044410e-10	7.350756088923e-13	1.808819108621e-06	1.315732432299e-06	5.163566581497e-07	9.313168469539e-08	5.037050584152e-09	2.101448869852e-11	1.711673569910e-06	1.210988475878e-06	4.018068370777e-07	4.193476700618e-08	3.943374260498e-10	1.596144809041e-06	1.034946779305e-06	2.270638945591e-07	5.349054468616e-09	1.428154637819e-06	7.517966121138e-07	5.278257537342e-08	1.173825321047e-06	3.293833255106e-07	6.188979187791e-07
