# ells	E1-E1	E1-E2	E1-E3	E1-E4	E1-E5	E1-E6	E1-E7	E1-E8	E1-E9	E1-E10	E2-E2	E2-E3	E2-E4	E2-E5	E2-E6	E2-E7	E2-E8	E2-E9	E2-E10	E3-E3	E3-E4	E3-E5	E3-E6	E3-E7	E3-E8	E3-E9	E3-E10	E4-E4	E4-E5	E4-E6	E4-E7	E4-E8	E4-E9	E4-E10	E5-E5	E5-E6	E5-E7	E5-E8	E5-E9	E5-E10	E6-E6	E6-E7	E6-E8	E6-E9	E6-E10	E7-E7	E7-E8	E7-E9	E7-E10	E8-E8	E8-E9	E8-E10	E9-E9	E9-E10	E10-E10
2.611916279594e+02	1.913292555613e-10	2.456084392143e-10	2.147067488614e-10	1.994254529802e-10	1.905348570572e-10	1.838618399008e-10	1.781937567422e-10	1.729848268697e-10	1.677118838721e-10	1.607841716316e-10	6.594713593871e-10	7.408863660976e-10	7.517651090007e-10	7.598760486291e-10	7.700479073250e-10	7.800354424947e-10	7.894401697374e-10	7.989805186253e-10	8.115157139170e-10	1.005551351180e-09	1.115246148277e-09	1.159302587507e-09	1.191600888443e-09	1.223708804199e-09	1.255196073726e-09	1.287420952210e-09	1.329787946109e-09	1.358476568159e-09	1.489230919138e-09	1.560691511450e-09	1.618820321728e-09	1.677364645876e-09	1.738859421399e-09	1.820019075641e-09	1.736018197455e-09	1.892271509964e-09	1.995354588198e-09	2.087884771337e-09	2.187314437620e-09	2.320265573379e-09	2.162412451689e-09	2.354287568555e-09	2.499989018073e-09	2.647274458980e-09	2.848257734293e-09	2.666272914719e-09	2.910211844410e-09	3.124222582968e-09	3.411112229091e-09	3.294742717305e-09	3.630871434464e-09	4.033053656603e-09	4.167942431823e-09	4.784484080838e-09	5.903016590143e-09
3.563754284892e+02	1.330243160706e-10	1.743552586427e-10	1.555093605697e-10	1.463845050707e-10	1.411572309898e-10	1.372539301239e-10	1.339409306485e-10	1.308964474366e-10	1.278145538045e-10	1.237654920577e-10	4.629156102034e-10	5.208470292865e-10	5.311367873700e-10	5.387152911252e-10	5.471499023571e-10	5.551831452548e-10	5.627058563647e-10	5.703332079616e-10	5.803547380344e-10	6.972974452889e-10	7.712454383355e-10	8.024661633240e-10	8.258417982745e-10	8.486742630566e-10	8.708592759887e-10	8.935300022714e-10	9.233339001855e-10	9.306264861533e-10	1.017658495871e-09	1.067054316333e-09	1.107502135222e-09	1.147697650579e-09	1.189750812979e-09	1.245239102263e-09	1.178523185790e-09	1.281811360191e-09	1.351143280016e-09	1.413028449834e-09	1.479198802876e-09	1.567672611655e-09	1.455873730502e-09	1.580012154168e-09	1.673965946293e-09	1.768565187971e-09	1.897924498319e-09	1.778574442225e-09	1.933315311719e-09	2.067657632354e-09	2.248269610076e-09	2.178462670351e-09	2.391456848460e-09	2.645226946139e-09	2.738423236419e-09	3.135913861690e-09	3.863971385209e-09
4.862462362330e+02	9.046611088497e-11	1.206504714005e-10	1.085055065830e-10	1.027577977108e-10	9.950255458303e-11	9.707768291219e-11	9.501982918594e-11	9.312876722815e-11	9.121446840797e-11	8.869941922064e-11	3.257368911230e-10	3.677497724598e-10	3.770097257212e-10	3.838913657146e-10	3.909132993483e-10	3.974331770454e-10	4.035132363647e-10	4.096757067811e-10	4.177724429837e-10	4.888135616147e-10	5.405435837048e-10	5.639591607998e-10	5.816894322279e-10	5.986159222249e-10	6.149234517925e-10	6.315655660589e-10	6.534420568827e-10	6.479177082330e-10	7.076118776714e-10	7.425852139449e-10	7.713266612352e-10	7.996348420347e-10	8.291518579811e-10	8.680814021870e-10	8.141978645514e-10	8.833434698985e-10	9.305155271446e-10	9.727287418109e-10	1.017702503294e-09	1.077751737862e-09	9.971085340985e-10	1.078879133507e-09	1.141463350902e-09	1.204631639690e-09	1.290779149047e-09	1.207617760209e-09	1.308700103584e-09	1.397523308861e-09	1.516807523953e-09	1.466613769391e-09	1.605088644069e-09	1.771299393191e-09	1.826103800180e-09	2.080491632396e-09	2.536350159252e-09
6.634447365049e+02	5.957190221040e-11	8.020553773411e-11	7.169272849290e-11	6.771423524073e-11	6.545405563631e-11	6.376574904345e-11	6.233212388793e-11	6.101461383196e-11	5.968091085578e-11	5.792866156755e-11	2.263340181045e-10	2.568061638994e-10	2.643912243872e-10	2.700629998389e-10	2.756031472589e-10	2.806742898544e-10	2.853913023293e-10	2.901711690753e-10	2.964512800014e-10	3.419793226887e-10	3.788987016190e-10	3.965030528266e-10	4.099867639331e-10	4.226485291041e-10	4.347631697837e-10	4.471112510764e-10	4.633416497633e-10	4.531520503313e-10	4.951129546316e-10	5.204896092711e-10	5.414626416515e-10	5.619528157211e-10	5.832343554836e-10	6.112858564205e-10	5.677450343987e-10	6.153992260699e-10	6.486527656068e-10	6.785881340980e-10	7.102870958328e-10	7.525181404078e-10	6.917149850074e-10	7.473028640736e-10	7.907190263926e-10	8.345605724974e-10	8.940690806172e-10	8.327667118028e-10	9.006689787644e-10	9.611156299306e-10	1.042072532859e-09	1.003953207370e-09	1.095338121497e-09	1.205732556262e-09	1.237745025655e-09	1.402750304979e-09	1.692660153898e-09
9.052181499767e+02	3.774319491807e-11	5.070505743603e-11	4.428468483532e-11	4.126949431729e-11	3.952684425114e-11	3.821645855815e-11	3.710250953931e-11	3.607868169954e-11	3.504226578430e-11	3.368059889181e-11	1.530909474911e-10	1.746978408528e-10	1.802376823249e-10	1.844208789780e-10	1.884571821850e-10	1.921331269207e-10	1.955487520070e-10	1.990095150302e-10	2.035564800505e-10	2.351636253973e-10	2.615311525504e-10	2.744578567769e-10	2.844362560309e-10	2.937301695512e-10	3.025842452470e-10	3.116014301610e-10	3.234529706412e-10	3.137963126470e-10	3.436022203633e-10	3.620578510940e-10	3.774027925936e-10	3.922977743698e-10	4.077210322210e-10	4.280418137140e-10	3.942064285194e-10	4.277652173024e-10	4.516365263551e-10	4.732041258481e-10	4.959314236250e-10	5.261549848790e-10	4.803358325541e-10	5.190180295292e-10	5.497576691928e-10	5.808482617025e-10	6.228727759883e-10	5.771610448282e-10	6.239198896333e-10	6.661448698865e-10	7.225493884584e-10	6.933216924625e-10	7.553543424511e-10	8.308973771040e-10	8.493729305312e-10	9.594774654256e-10	1.147238393626e-09
1.235098952422e+03	2.296549259185e-11	3.033341840835e-11	2.535005678674e-11	2.296908933687e-11	2.156305965805e-11	2.049853475817e-11	1.959264365328e-11	1.875996685513e-11	1.791704891355e-11	1.680960400464e-11	9.968849460880e-11	1.143820111008e-10	1.179354637996e-10	1.206568628633e-10	1.233246349145e-10	1.257617228774e-10	1.280269112476e-10	1.303220558219e-10	1.333375582407e-10	1.568542411876e-10	1.752998682954e-10	1.843619183122e-10	1.913862173444e-10	1.979225582296e-10	2.041421017219e-10	2.104742329132e-10	2.187965050696e-10	2.120934705844e-10	2.331062678163e-10	2.462398757833e-10	2.572009770111e-10	2.678133969079e-10	2.787846942452e-10	2.932362225613e-10	2.686334194857e-10	2.923010722147e-10	3.093283418573e-10	3.247566254231e-10	3.409647682644e-10	3.624939676223e-10	3.290104340069e-10	3.562025435787e-10	3.780650576747e-10	4.001983234431e-10	4.300326892094e-10	3.965019737152e-10	4.291675875314e-10	4.589926506073e-10	4.987834606246e-10	4.767873405116e-10	5.197624056634e-10	5.725347630698e-10	5.834395721937e-10	6.587428896965e-10	7.831987440763e-10
1.685195355743e+03	1.344748059601e-11	1.719233532890e-11	1.339956191787e-11	1.154816171455e-11	1.043504593924e-11	9.588144535572e-12	8.866948488608e-12	8.204002185066e-12	7.532900650326e-12	6.651192039323e-12	6.207048851316e-11	7.151981250666e-11	7.345885560632e-11	7.497773948742e-11	7.654579818098e-11	7.799666364909e-11	7.934772969715e-11	8.071685948705e-11	8.251571405391e-11	1.005042286820e-10	1.129269909201e-10	1.188888026509e-10	1.235123573519e-10	1.278416288920e-10	1.319686986427e-10	1.361713767930e-10	1.416949644210e-10	1.383505483391e-10	1.527780007282e-10	1.617497841717e-10	1.692467537551e-10	1.765136719728e-10	1.840264854326e-10	1.939220178052e-10	1.774542548059e-10	1.938605806090e-10	2.056806522674e-10	2.164073095011e-10	2.276697646361e-10	2.426235458851e-10	2.193970589259e-10	2.383325532295e-10	2.536266136782e-10	2.691243113423e-10	2.899880154070e-10	2.663329140964e-10	2.891053565496e-10	3.100247663529e-10	3.379182366751e-10	3.220613847234e-10	3.519672770822e-10	3.888962138670e-10	3.957051130136e-10	4.478173623742e-10	5.320083924382e-10
2.299316489134e+03	7.608992110949e-12	9.304232795376e-12	6.569411470146e-12	5.206105988412e-12	4.376463615325e-12	3.743550273210e-12	3.204405202289e-12	2.708794019917e-12	2.207085591404e-12	1.547929523740e-12	3.688067937794e-11	4.258274718795e-11	4.341646286974e-11	4.409887303962e-11	4.489500381045e-11	4.565305614296e-11	4.636204605922e-11	4.708076789651e-11	4.802508316633e-11	6.153569535482e-11	6.949291386585e-11	7.312780567620e-11	7.593660071085e-11	7.860375624680e-11	8.115937504800e-11	8.376383839735e-11	8.718703907100e-11	8.646567978765e-11	9.597249910447e-11	1.017727775690e-10	1.066129399126e-10	1.113273899596e-10	1.162092946179e-10	1.226405566462e-10	1.126467309960e-10	1.236444425863e-10	1.315026603065e-10	1.386354181186e-10	1.461383386800e-10	1.561038906993e-10	1.410369501131e-10	1.538766273240e-10	1.642189137131e-10	1.747066063621e-10	1.888302920154e-10	1.730436477158e-10	1.886059753577e-10	2.029107142556e-10	2.219890995648e-10	2.112210112082e-10	2.317601230685e-10	2.571789920970e-10	2.617598343895e-10	2.976259040782e-10	3.550228264150e-10
3.137236462934e+03	4.179680247365e-12	4.869699040899e-12	3.034964477140e-12	2.102527533849e-12	1.531107741938e-12	1.094811722078e-12	7.231427508929e-13	3.814852205670e-13	3.562451333239e-14	-4.187752338003e-13	2.096735674223e-11	2.419590097550e-11	2.440731426334e-11	2.460718636921e-11	2.493804447808e-11	2.527388865575e-11	2.559098173444e-11	2.591267748468e-11	2.633535802765e-11	3.597237043531e-11	4.078908090546e-11	4.282629765571e-11	4.438619190209e-11	4.590277037717e-11	4.736905866214e-11	4.886553558670e-11	5.083261602329e-11	5.161782706848e-11	5.757365018187e-11	6.109120966725e-11	6.401400995194e-11	6.688564065721e-11	6.986907756228e-11	7.380084800112e-11	6.839812132569e-11	7.544572710071e-11	8.039475947838e-11	8.488146972444e-11	8.962095741181e-11	9.592302481926e-11	8.688420921050e-11	9.525147152901e-11	1.019265930847e-10	1.086989847651e-10	1.178364272208e-10	1.079872629687e-10	1.182633868268e-10	1.276650002935e-10	1.402169071064e-10	1.334137284463e-10	1.471229501432e-10	1.640691365174e-10	1.673461652373e-10	1.915033334952e-10	2.303342755299e-10
4.280512348289e+03	2.237908751231e-12	2.495992456362e-12	1.355001835611e-12	7.650440175601e-13	4.021799287012e-13	1.252163493472e-13	-1.106808902255e-13	-3.275254864979e-13	-5.470375464201e-13	-8.354375313407e-13	1.147414116778e-11	1.320624028711e-11	1.315171453251e-11	1.313526830777e-11	1.323287712350e-11	1.335110865956e-11	1.346536650468e-11	1.358150483285e-11	1.373411006118e-11	2.014546751031e-11	2.290201076699e-11	2.395044310708e-11	2.473927199416e-11	2.553434551818e-11	2.631377242431e-11	2.711106528697e-11	2.815923626633e-11	2.946740224423e-11	3.300136192743e-11	3.499614730556e-11	3.664087399931e-11	3.827751000696e-11	3.998655678611e-11	4.224024113171e-11	3.970065894601e-11	4.399094935988e-11	4.692691545494e-11	4.958120956308e-11	5.240353633939e-11	5.616340967675e-11	5.118843375469e-11	5.638607299434e-11	6.046668910597e-11	6.460761162803e-11	7.021348936062e-11	6.451424341894e-11	7.100700024200e-11	7.689058213924e-11	8.475923016121e-11	8.079925893799e-11	8.959306742198e-11	1.004157152465e-10	1.028186656683e-10	1.185416662360e-10	1.442449292978e-10
