3.111979412189036242e-07 6.128959872196608857e-07 7.629577639723725771e-07 8.575602915104346611e-07 9.258262344321874141e-07 9.800867197324534702e-07 1.026555947422972695e-06 1.069289332829248564e-06 1.112549438018003810e-06 1.169386348177202897e-06 1.019607169914554109e-08 7.245705246534564884e-08 1.597781103058828591e-07 2.373399329676704215e-07 2.984518106428618793e-07 3.474420677626349286e-07 3.893138815107284480e-07 4.277974599864905162e-07 4.667533159674546438e-07 5.179348554673223331e-07 5.254726712834991910e-10 9.436785025056213650e-09 3.942048069395284417e-08 8.764668684324353668e-08 1.387633926262099780e-07 1.833040494204363745e-07 2.214954195939460642e-07 2.564621586518367469e-07 2.918276537922173652e-07 3.382890721404353254e-07 -7.080357930150713469e-12 3.264578832400164606e-10 5.263862914741987391e-09 2.400559752900359505e-08 5.743565818601062139e-08 9.527457225213412063e-08 1.303787125309349089e-07 1.626369235923137960e-07 1.951238101464337785e-07 2.377676636412029720e-07 -5.338189840156851018e-12 -1.508220367284309783e-10 -2.904412935103296710e-10 3.186975502300854059e-09 1.694760261082607997e-08 4.195116962103810543e-08 7.205607216141314278e-08 1.020822030726708168e-07 1.323015279789804250e-07 1.717638308305393570e-07 -4.852641271625985352e-13 -2.844411792318627947e-11 -2.281965601268573259e-10 -3.508249572225038512e-10 2.151066249466340851e-09 1.220464385570295924e-08 3.225521074386291227e-08 5.867951746039466844e-08 8.717784606295889890e-08 1.239200966588795778e-07 -1.764476993508059770e-14 -2.121039073282989424e-12 -3.564326641526350278e-11 -2.170269376925995241e-10 -4.979037259281126279e-10 7.222936486136247379e-10 8.067070083211766836e-09 2.587018295116860500e-08 5.202046571189490667e-08 8.673064183011937244e-08 -2.533377279947986610e-16 -6.977322200214506056e-14 -2.392795696102302744e-12 -3.094130681833961213e-11 -2.063226813171494815e-10 -7.385812210023019896e-10 -8.942955597554590181e-10 4.005819307916450070e-09 2.222706170357115634e-08 5.580813445380379322e-08 -9.801257697768534749e-19 -6.553285609904897136e-16 -4.642931184486996807e-14 -1.187169399852902545e-12 -1.635912104649286777e-11 -1.424332220631232689e-10 -8.064320405577037440e-10 -2.568792862144598190e-09 -4.501830915469747801e-10 2.656467012031329172e-08 -1.955933398398412986e-22 -3.566026316901617454e-19 -6.049576292389191330e-17 -3.503289998158144855e-15 -1.083855565294513151e-13 -2.216821130383883218e-12 -3.318385175880066939e-11 -3.692333002688182341e-10 -2.668583848521974541e-09 -5.541198444738652342e-10
2.954949060840128734e-07 5.939960129581174912e-07 7.451213403541292102e-07 8.406369877057910151e-07 9.095828041287211914e-07 9.643838600864870767e-07 1.011315786020373306e-06 1.054474655974616957e-06 1.098165486454914585e-06 1.155568293669336518e-06 1.054350396164912982e-08 7.556690843826391422e-08 1.674699323770522910e-07 2.494441478551898719e-07 3.141317203177266247e-07 3.660006323845510370e-07 4.103313840897649916e-07 4.510743401591741623e-07 4.923172358689361399e-07 5.465035631128003149e-07 5.516379590057639356e-10 9.978278518279526388e-09 4.190447759736443971e-08 9.350760440834858725e-08 1.483632509897468783e-07 1.962159290710747153e-07 2.372536726323254107e-07 2.748250265199821336e-07 3.128242875452420479e-07 3.627457457351319665e-07 -7.974680361260538828e-12 3.408071461089547092e-10 5.620933689496582061e-09 2.580127009568603701e-08 6.193182004971911064e-08 1.029159079459364979e-07 1.409725339529060846e-07 1.759488597773405860e-07 2.111718643535665767e-07 2.574067262918972502e-07 -5.774613428145883916e-12 -1.638998478841781838e-10 -3.218759858522607093e-10 3.432098576676233254e-09 1.836686229566886484e-08 4.558140294376913124e-08 7.840655892913111933e-08 1.111710711169596092e-07 1.441489781504128572e-07 1.872116221405369548e-07 -5.263396518272894883e-13 -3.093824471830656349e-11 -2.490136827393390923e-10 -3.871176814552828480e-10 2.331542707023502515e-09 1.330625163751144729e-08 3.525001057085559614e-08 6.421691012696100382e-08 9.547695475656292696e-08 1.357782188112425328e-07 -1.921536958177808278e-14 -2.315531599191763807e-12 -3.899874347837679064e-11 -2.381061394378173340e-10 -5.494112633832052011e-10 7.789288151431380342e-10 8.833053642724468547e-09 2.841171814043015747e-08 5.721810030684520456e-08 9.546728331961296497e-08 -2.771515486322989891e-16 -7.648750321590797253e-14 -2.627534237875766418e-12 -3.403371957242321310e-11 -2.273803573487242633e-10 -8.162287086117539710e-10 -9.977392566756960744e-10 4.393711980578974988e-09 2.452771682311165335e-08 6.169372346605453189e-08 -1.077536253289424278e-18 -7.215260122827060351e-16 -5.118469405607483632e-14 -1.310361604831026186e-12 -1.807962231005661205e-11 -1.576377454037444740e-10 -8.940772699402370448e-10 -2.855498026571605222e-09 -5.287207503949342210e-10 2.947918500496337307e-08 -2.163006551369356090e-22 -3.947094181148321967e-19 -6.701471158305099063e-17 -3.883837767672083325e-15 -1.202540607029427633e-13 -2.461690723396578842e-12 -3.688603636969802929e-11 -4.109811294012815853e-10 -2.976683924611263692e-09 -6.413200690474686605e-10
2.770792175330484833e-07 5.718311233917382358e-07 7.242037266956840973e-07 8.207902326394917443e-07 8.905333687235056947e-07 9.459683773396459001e-07 9.934429312858703095e-07 1.037100786999956575e-06 1.081296749306804532e-06 1.139363210638495557e-06 1.095095413187811493e-08 7.921398293970024230e-08 1.764904942261024547e-07 2.636393304812049249e-07 3.325202885530463416e-07 3.877651347940739209e-07 4.349795988004761177e-07 4.783722333381695548e-07 5.222972482043512857e-07 5.800074314913217939e-07 5.823232236950701668e-10 1.061331342955075222e-08 4.481757770456267938e-08 1.003809783500545405e-07 1.596214568230547781e-07 2.113582981870528812e-07 2.557341178181917200e-07 2.963600261335857545e-07 3.374480284012519355e-07 3.914272382009934454e-07 -9.023494378040386408e-12 3.576352021924019275e-10 6.039687396792411396e-09 2.790713984911092189e-08 6.720468073209795062e-08 1.118772620435124008e-07 1.533964070574167371e-07 1.915603940245682462e-07 2.299921730129350182e-07 2.804383796061326855e-07 -6.286427915196405949e-12 -1.792368126877179494e-10 -3.587409294056341278e-10 3.719565945600468024e-09 2.003129494225521022e-08 4.983874846101918117e-08 8.585407372208126322e-08 1.218300145471081073e-07 1.580430407062174460e-07 2.053279742419925574e-07 -5.745108533048735446e-13 -3.386322462639422849e-11 -2.734269024300284413e-10 -4.296798677075360362e-10 2.543195945050671529e-09 1.459815894338177388e-08 3.876215331349252431e-08 7.071087118964119965e-08 1.052097102168388536e-07 1.496847969014867709e-07 -2.105728572622901948e-14 -2.543622140406188457e-12 -4.293386939533404053e-11 -2.628267116653070858e-10 -6.098165773656294459e-10 8.453475411333842465e-10 9.731358623001973524e-09 3.139229610416166896e-08 6.331361108422642719e-08 1.057131540872623048e-07 -3.050791371718113087e-16 -8.436165688200490383e-14 -2.902823176547412345e-12 -3.766033758996163021e-11 -2.520756853584636110e-10 -9.072895727247908655e-10 -1.119052549849875160e-09 4.848611978547038229e-09 2.722580338922403553e-08 6.859603077528043283e-08 -1.191774113076193125e-18 -7.991588797757182241e-16 -5.676155464322108975e-14 -1.454834903100792118e-12 -2.009733513749154451e-11 -1.754688057052405589e-10 -9.968629564920231419e-10 -3.191730670050150705e-09 -6.208255602257614603e-10 3.289717381615883349e-08 -2.405850986194956719e-22 -4.393990404997171780e-19 -7.465978956673693517e-17 -4.330124051943434081e-15 -1.341728142781165180e-13 -2.748860822793709109e-12 -4.122776254981545983e-11 -4.599407739781496214e-10 -3.338007388199645006e-09 -7.435838775104307331e-10
2.554873187615700018e-07 5.411168334058947642e-07 6.920003572459633601e-07 7.879550679398855149e-07 8.572696749823581418e-07 9.123643434210763602e-07 9.595470879181618051e-07 1.002936569738832483e-06 1.046860846025868747e-06 1.104570347062806525e-06 1.116989224636707039e-08 8.164947439421187756e-08 1.830227112197573456e-07 2.743007054706134420e-07 3.465797033323872744e-07 4.045666845140467370e-07 4.541227556480954349e-07 4.996666515598182640e-07 5.457692309937838493e-07 6.063403680687901132e-07 6.048645923988334885e-10 1.111997131342600865e-08 4.725715636932384929e-08 1.063041955061927154e-07 1.694764989679697521e-07 2.247211963909590821e-07 2.721148418668495518e-07 3.155016447089825323e-07 3.593811832796384341e-07 4.170276656798885408e-07 -1.012761450750401861e-11 3.684446356856202214e-10 6.402137345209382617e-09 2.981190366732607458e-08 7.206460647967711772e-08 1.202177334042111195e-07 1.650196907448402404e-07 2.062083070715741430e-07 2.476841934814996060e-07 3.021253769333075158e-07 -6.766017066091935483e-12 -1.939253145474702046e-10 -3.965773568825235847e-10 3.982240175084827109e-09 2.160557418608366058e-08 5.391685767902107339e-08 9.303879120012736245e-08 1.321532949011719713e-07 1.715291204602982032e-07 2.229410908889363222e-07 -6.202613097895616509e-13 -3.667817787788398975e-11 -2.972684785494482192e-10 -4.730825097697136390e-10 2.743080394246175630e-09 1.585520902508437365e-08 4.221711280875064742e-08 7.713768238897072140e-08 1.148723058239770868e-07 1.635166739418568822e-07 -2.284003923392021707e-14 -2.766890896265465985e-12 -4.682446805995359880e-11 -2.875501880680020887e-10 -6.715315215651759607e-10 9.062986083275837740e-10 1.062278558993820618e-08 3.438465215175307429e-08 6.946711239372053319e-08 1.160836914828401200e-07 -3.326758788502295769e-16 -9.221047998656718290e-14 -3.179082617572999453e-12 -4.132221278040673790e-11 -2.771767530073365743e-10 -1.000684373495310749e-09 -1.246880979817410594e-09 5.303106420064603714e-09 2.997999168583362554e-08 7.568246135804651157e-08 -1.306912317154863873e-18 -8.778111133677137217e-16 -6.243606473845731175e-14 -1.602429525084478039e-12 -2.216705720360965166e-11 -1.938415359343090455e-10 -1.103337712373612729e-09 -3.542736624073014535e-09 -7.266463775191719904e-10 3.644787862643094269e-08 -2.655452572040764723e-22 -4.854607772756671155e-19 -8.255930835729549439e-17 -4.792363202748281596e-15 -1.486233766520116377e-13 -3.047719882929399186e-12 -4.575952943999964841e-11 -5.112212735830271117e-10 -3.718252035073587357e-09 -8.587844203759143475e-10
2.301720158801261071e-07 4.989850933396826955e-07 6.443005589148088492e-07 7.370703880415397131e-07 8.041169959607329144e-07 8.574093182187266317e-07 9.030481281527047561e-07 9.450177664980648197e-07 9.875046948087461605e-07 1.043325742590148208e-06 1.109145399270519905e-08 8.212134887413993688e-08 1.854441555947829713e-07 2.790536975477509726e-07 3.533501151491838544e-07 4.129772901374913931e-07 4.639326432558620293e-07 5.107615003836124775e-07 5.581646861705580461e-07 6.204445978014583547e-07 6.138929677438451638e-10 1.140591196539323125e-08 4.885355733518557136e-08 1.104831761061037151e-07 1.766993051217006160e-07 2.347019015951561507e-07 2.844734783795278515e-07 3.300347354272711806e-07 3.761124273415845254e-07 4.366465914807263537e-07 -1.125949874566647016e-11 3.695652910395226886e-10 6.660645264322262852e-09 3.131434356418737621e-08 7.605012705141932714e-08 1.271908641114884884e-07 1.748356452572377658e-07 2.186473651151626653e-07 2.627623586467578656e-07 3.206666091390851986e-07 -7.172260476110646530e-12 -2.068814204832224538e-10 -4.339625984194976493e-10 4.193896601057606160e-09 2.296282099788920819e-08 5.751520399586616293e-08 9.945871208027318496e-08 1.414413574566319682e-07 1.837091564144561634e-07 2.388934278056179406e-07 -6.600070331520130972e-13 -3.918276107935878215e-11 -3.190283153386676200e-10 -5.155516411506705899e-10 2.914919395635330953e-09 1.699533663715529122e-08 4.540935513101655870e-08 8.313534638438738371e-08 1.239364500759433561e-07 1.765309461808114086e-07 -2.444220219144666111e-14 -2.971471799674920330e-12 -5.044938757530998309e-11 -3.110194011067554507e-10 -7.320930534872442002e-10 9.558447497042580578e-10 1.145838664296512413e-08 3.724255069599520051e-08 7.539538958686418618e-08 1.261155540125352531e-07 -3.583653230442373055e-16 -9.962125820581936053e-14 -3.442751259135162926e-12 -4.485119506809565081e-11 -3.016159856234943049e-10 -1.092868211160319187e-09 -1.378094020010577845e-09 5.733846752259276963e-09 3.267914710741664355e-08 8.268768798215494691e-08 -1.417555883438048786e-18 -9.540069296911231450e-16 -6.796995300028333541e-14 -1.747249410780131882e-12 -2.421037869327539496e-11 -2.121013628758228336e-10 -1.209993191064125899e-09 -3.898304140526042933e-09 -8.479057676543619694e-10 4.001932835120926906e-08 -2.902606758982810738e-22 -5.312608808785953669e-19 -9.044299656702618728e-17 -5.255292027670545690e-15 -1.631457406287155288e-13 -3.349112134844999111e-12 -5.034913521281553924e-11 -5.634149877871765935e-10 -4.107867688912349776e-09 -9.877627925459503897e-10
2.042978467826325471e-07 4.517829396662080427e-07 5.885102146688453284e-07 6.761625225872338382e-07 7.395456243862003143e-07 7.899264430609072220e-07 8.330714259478516944e-07 8.727476890951625743e-07 9.129129720446135640e-07 9.656837409834147973e-07 1.071773532932356636e-08 8.053590392019301545e-08 1.834684914293177955e-07 2.774044044645097681e-07 3.521608329641433507e-07 4.121832260915346469e-07 4.634735156600427471e-07 5.106089522978473843e-07 5.583223351727130215e-07 6.210097865207768116e-07 6.084746388037591700e-10 1.144889256464706426e-08 4.948069749936856939e-08 1.125819928294957448e-07 1.807113180523150029e-07 2.405061814072775728e-07 2.918307319919753108e-07 3.388107065893737513e-07 3.863219761691871043e-07 4.487393301455132574e-07 -1.231800141604926422e-11 3.607842910231805434e-10 6.792297693039574891e-09 3.229098579780040751e-08 7.885078259506004691e-08 1.322717857220109595e-07 1.821197072916471698e-07 2.279694275822315834e-07 2.741336982885978906e-07 3.347264982279584655e-07 -7.474073012504028872e-12 -2.172028769352420818e-10 -4.689699844068862926e-10 4.336776443379921455e-09 2.400573710840841394e-08 6.039064895260391264e-08 1.046940456274018457e-07 1.490980485149189435e-07 1.938096261976543239e-07 2.521798466813503343e-07 -6.909406681114915552e-13 -4.121113152070341588e-11 -3.373644924873168565e-10 -5.549548620193989969e-10 3.046304934698608759e-09 1.794671907662456406e-08 4.814797680183911496e-08 8.835668393868339764e-08 1.318871761789015094e-07 1.879963548161679121e-07 -2.576066397794751257e-14 -3.144876932815357591e-12 -5.359738093383638971e-11 -3.319434240710370354e-10 -7.885692660654804187e-10 9.894075580078495281e-10 1.218964508530457691e-08 3.981323092484350583e-08 8.079517707134685242e-08 1.353066466123761225e-07 -3.806461802228256253e-16 -1.061796471335395752e-13 -3.679683340107101873e-12 -4.806618194096633770e-11 -3.242058555607005549e-10 -1.179717082857824391e-09 -1.508277304975938325e-09 6.116406435218411164e-09 3.519731771175427403e-08 8.930330038616474795e-08 -1.517947838709411972e-18 -1.023944079220034768e-15 -7.309732579273921780e-14 -1.882590964263196574e-12 -2.613640370932057875e-11 -2.294725414054349744e-10 -1.312555205972130890e-09 -4.245460576879116244e-09 -9.854586789167620511e-10 4.347323960985320193e-08 -3.136538975350201883e-22 -5.748602654400756621e-19 -9.798598727303418960e-17 -5.700337728412417690e-15 -1.771733193455147210e-13 -3.641718103865064087e-12 -5.483038171751385334e-11 -6.147635434084159184e-10 -4.495662166421857910e-09 -1.132253397384452568e-09
1.779374827190103646e-07 4.001890527351144188e-07 5.255834329775263476e-07 6.063451317457011712e-07 6.647835042277145968e-07 7.112344973078138419e-07 7.510135619246356176e-07 7.875944654952158249e-07 8.246262346808055805e-07 8.732800595059438413e-07 1.006474352221674653e-08 7.692304264616926159e-08 1.770672970937444437e-07 2.692646452018930347e-07 3.428787154207005733e-07 4.020152908166837668e-07 4.525452967381521510e-07 4.989805554507368173e-07 5.459850022794358077e-07 6.077410202635756448e-07 5.880353748007720421e-10 1.123553805169116544e-08 4.909377816428363306e-08 1.125244798035483795e-07 1.814074806826399444e-07 2.420027738249014292e-07 2.940326841562975255e-07 3.416549446247355888e-07 3.898142919795251750e-07 4.530828546672673114e-07 -1.333216136472533313e-11 3.415000343973352415e-10 6.794991671106098593e-09 3.273420843051936546e-08 8.044273026442591271e-08 1.354141876554934010e-07 1.868042137882843184e-07 2.340873856760122743e-07 2.816915567353373689e-07 3.441727272235965644e-07 -7.669629482051085860e-12 -2.247816884809259780e-10 -5.009962933480755089e-10 4.409979578678528406e-09 2.472327767361137669e-08 6.251250814710691253e-08 1.086913184426879716e-07 1.550479630890723415e-07 2.017331996730184766e-07 2.626743257624341829e-07 -7.127313555403243806e-13 -4.273991433047262114e-11 -3.520796679290926074e-10 -5.910324469851712340e-10 3.135194809309580394e-09 1.869930470908433942e-08 5.040904340619373210e-08 9.276153479902590981e-08 1.386677757733677747e-07 1.978348035427427909e-07 -2.678085874580527208e-14 -3.285433129770308439e-12 -5.624307779741339071e-11 -3.501939079532983796e-10 -8.408052909742713402e-10 1.005946700560502761e-09 1.281100022855102369e-08 4.208291983164634663e-08 8.564318109120910610e-08 1.436218270347234754e-07 -3.993374539855169984e-16 -1.118421908056623455e-13 -3.888590175234876676e-12 -5.095322063042952591e-11 -3.448751994488909400e-10 -1.261095971234421435e-09 -1.637786222673587845e-09 6.448208191599740431e-09 3.752858193300978930e-08 9.552086591872945433e-08 -1.607619723239861521e-18 -1.087362237039744601e-15 -7.780314064193244083e-14 -2.008156313784726288e-12 -2.794231710606362726e-11 -2.459436790278396846e-10 -1.411054040647618528e-09 -4.584776160560564397e-09 -1.141147106329287890e-09 4.681243297039109474e-08 -3.356991532216090259e-22 -6.162328692833098866e-19 -1.051871580974567941e-16 -6.127623967959883464e-15 -1.907159463148014995e-13 -3.925862711825350549e-12 -5.921059182153873046e-11 -6.653802959463905765e-10 -4.882769722380924909e-09 -1.294035618328421569e-09
1.534218185388761776e-07 3.489573079578006579e-07 4.610277044911999406e-07 5.335259009135615523e-07 5.860214244494472026e-07 6.277492658668211460e-07 6.634830753723567359e-07 6.963438977453303384e-07 7.296097323127171663e-07 7.733157146606485443e-07 9.133888176750662853e-09 7.097231079496389446e-08 1.651771949060974410e-07 2.528181982864279346e-07 3.230824690195107833e-07 3.795656091872455368e-07 4.278243604509149344e-07 4.721706503630647919e-07 5.170603144392720540e-07 5.760378491821496122e-07 5.478164506123162939e-10 1.065886694534746090e-08 4.722776187520759013e-08 1.092742894762069579e-07 1.771389997034501741e-07 2.370028847588103870e-07 2.884265858709574417e-07 3.354901097646619248e-07 3.830826655678115461e-07 4.456063780865394187e-07 -1.423409365206208541e-11 3.078836565539527924e-10 6.609021282366454863e-09 3.236173252856632971e-08 8.012526692304219976e-08 1.354291799346323556e-07 1.872430517021393632e-07 2.349347469616567386e-07 2.829462895425667566e-07 3.459602460765794559e-07 -7.693012295892205193e-12 -2.276005782148341907e-10 -5.249713116877697489e-10 4.375850624664981650e-09 2.489464967687705081e-08 6.331725576431335970e-08 1.104694750902821819e-07 1.578927363435071360e-07 2.056617404400154731e-07 2.680106223937080165e-07 -7.189926163103519988e-13 -4.338021985391955558e-11 -3.599551788403623159e-10 -6.184468903755396576e-10 3.152536043800277520e-09 1.908227090796334095e-08 5.173731654474279354e-08 9.552057165057562385e-08 1.430465015161472160e-07 2.042957763585962685e-07 -2.725899024839751030e-14 -3.363336977435803309e-12 -5.788097291974937086e-11 -3.626795898018359765e-10 -8.817486908200185067e-10 9.948013191707925929e-10 1.320697857587803876e-08 4.368525150812214882e-08 8.920822411950507844e-08 1.498470628786939188e-07 -4.108479491823562076e-16 -1.156173996271588702e-13 -4.035560169717912912e-12 -5.307640160654123081e-11 -3.607455592472231889e-10 -1.326879806723750442e-09 -1.755189539994762740e-09 6.671373682170756996e-09 3.936566832299513968e-08 1.005802239390918162e-07 -1.672734782356344854e-18 -1.135075864766693058e-15 -8.144151875467804371e-14 -2.107566097687572821e-12 -2.940454263132149936e-11 -2.595909715945910246e-10 -1.494770646965501571e-09 -4.883016272316031773e-09 -1.312610700033696541e-09 4.968749726320096615e-08 -3.537368349986771125e-22 -6.505667336419575217e-19 -1.112362045465817603e-16 -6.490579901863071602e-15 -2.023443452922528141e-13 -4.172558704339942631e-12 -6.306080329991116364e-11 -7.105599041467589233e-10 -5.235904228921490596e-09 -1.469753530710760344e-09
1.315265947658635998e-07 3.015798165690655319e-07 3.999122102156175393e-07 4.637423143446210971e-07 5.099899961693981337e-07 5.467522548350121926e-07 5.782333433364643173e-07 6.071833058288128313e-07 6.364900759712294290e-07 6.749944786582991596e-07 8.056306791439859889e-09 6.347651033471863739e-08 1.492217819842547835e-07 2.298004133938202089e-07 2.946837694157898947e-07 3.468836824156263707e-07 3.914791686480216117e-07 4.324572225184273926e-07 4.739371444172427490e-07 5.284348337105663406e-07 4.936509775043672114e-10 9.768653916041402955e-09 4.387279756616179494e-08 1.025308052047212996e-07 1.672540197455086761e-07 2.245548796712096060e-07 2.738045743391090040e-07 3.188733119465399319e-07 3.644464956747987522e-07 4.243170130296877583e-07 -1.467109835156067193e-11 2.610089902035656435e-10 6.189567083716566311e-09 3.095361690290468682e-08 7.741565933406128800e-08 1.315648476698135390e-07 1.824336832699809713e-07 2.292762577155704695e-07 2.764282391659833179e-07 3.383117932663643953e-07 -7.496260906409554301e-12 -2.247370062932250399e-10 -5.420660952145882768e-10 4.205333296715449227e-09 2.440938469601029509e-08 6.254406596153767178e-08 1.095676913818996766e-07 1.569626483547158198e-07 2.047146893285467695e-07 2.670335200220778476e-07 -7.066293152692293336e-13 -4.297613941768701248e-11 -3.596952644518240051e-10 -6.339914418905394917e-10 3.090238795462559378e-09 1.902033697260213282e-08 5.189862204200487902e-08 9.617403348336792629e-08 1.443157137234546233e-07 2.063529382147021610e-07 -2.709494494636720002e-14 -3.364698604331294585e-12 -5.823727637516535165e-11 -3.674411524110706810e-10 -9.057604593772865077e-10 9.536672578138047281e-10 1.330945077387977372e-08 4.437929606405689801e-08 9.098851250301646974e-08 1.531338198293116202e-07 -4.132395743542522812e-16 -1.169031113358815882e-13 -4.098419551739200110e-12 -5.413384203399024666e-11 -3.697133680014394376e-10 -1.369197915637872372e-09 -1.850016301939175895e-09 6.746362166862906573e-09 4.047861348569453557e-08 1.039002021590843437e-07 -1.703865364285314275e-18 -1.160548205878389343e-15 -8.353832356964428085e-14 -2.168506738033743289e-12 -3.035172850869519002e-11 -2.689150967960703497e-10 -1.555213059124988736e-09 -5.113274187597266054e-09 -1.495939467927723992e-09 5.181999401043863705e-08 -3.657127675471596250e-22 -6.741097440214161739e-19 -1.154964645351000838e-16 -6.752365187228666744e-15 -2.109205430242204364e-13 -4.358589108656116940e-12 -6.603484353051820646e-11 -7.464764357444264985e-10 -5.527788058769644151e-09 -1.655631854077393652e-09
1.120662662642275384e-07 2.592133497625801908e-07 3.445799982915849761e-07 4.001026467887466042e-07 4.403500620801338256e-07 4.723433315797015333e-07 4.997402381300240208e-07 5.249343487821915419e-07 5.504389736746688143e-07 5.839479671434599271e-07 6.983256868321224591e-09 5.541497824502289801e-08 1.312384588175647445e-07 2.031486948937022821e-07 2.612912345041973234e-07 3.081061376319518401e-07 3.480984581712304284e-07 3.848450047928053593e-07 4.220413657939168488e-07 4.709111587041942787e-07 4.317387527756535194e-10 8.678793347090088418e-09 3.949192572076976899e-08 9.317873012609500567e-08 1.529157853837209916e-07 2.060013905471565012e-07 2.516608947100802452e-07 2.934402897894734605e-07 3.356849927957876677e-07 3.911824802403010594e-07 -1.447112487436695341e-11 2.128169112654829216e-10 5.610382317995487650e-09 2.863189329183792298e-08 7.233206244247474059e-08 1.236407724584358654e-07 1.720098827513159595e-07 2.165797020202356456e-07 2.614380768867430158e-07 3.203086195253377821e-07 -7.057103554190287279e-12 -2.144348742034562505e-10 -5.413079196198341017e-10 3.895008761624995933e-09 2.314008603385032016e-08 5.984451308517731336e-08 1.054111828875203431e-07 1.514717132846593310e-07 1.978923613287088389e-07 2.584634710532848220e-07 -6.716161634444199600e-13 -4.124016092361195819e-11 -3.490971332569324645e-10 -6.368138134429060460e-10 2.919651667813862701e-09 1.841342457691141432e-08 5.069330724408599499e-08 9.440085191455621835e-08 1.420195534871505818e-07 2.033757031016394956e-07 -2.611868944881501822e-14 -3.272991174921980513e-12 -5.711542949664556332e-11 -3.637609385246454084e-10 -9.121496115476432612e-10 8.791405055269544803e-10 1.309152433443423149e-08 4.406625941918286662e-08 9.076019018920979734e-08 1.530854893691499793e-07 -4.051074724288961221e-16 -1.154188040887064018e-13 -4.068396890092404368e-12 -5.400334729481030535e-11 -3.708092495715686811e-10 -1.383589718263009191e-09 -1.912442761426773601e-09 6.664472075193057010e-09 4.074491819901540589e-08 1.051226705706344119e-07 -1.697262201921459222e-18 -1.160916947147293679e-15 -8.386376282654056220e-14 -2.184380486008784709e-12 -3.068170986698655540e-11 -2.729089059143676969e-10 -1.585893883415827354e-09 -5.252202878925162470e-09 -1.680574755733897288e-09 5.299164974420608520e-08 -3.703338045447897793e-22 -6.843135724061327726e-19 -1.175075183568528401e-16 -6.884956334380322572e-15 -2.155446294773614198e-13 -4.465052584620877640e-12 -6.784469015046776080e-11 -7.698892452545161984e-10 -5.734851609578905758e-09 -1.847032615583111405e-09
